# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.11 2.7259e-24    102.57 0 
   101.98 4.2506e-24    104.47 0 
   104.11 6.0033e-24    106.66 0 
   106.05 8.6166e-24    108.64 0 
   108.02 1.2568e-23    110.66 0 
   110.03 2.0475e-23    112.72 0 
   113.89 3.7679e-23    116.68 0 
   117.90 6.4415e-23    120.78 0 
   120.92 2.8767e-22    123.88 0 
   124.88 4.4543e-22    127.94 0 
   126.91 5.3545e-22    130.02 0 
   128.08 5.9661e-22    131.22 0 
   131.07 7.6665e-22    134.28 0 
   131.98 9.5405e-22    135.21 0 
   134.12 1.1130e-21    137.40 0 
   136.93 1.6197e-21    140.28 0 
   140.12 2.0199e-21    143.55 0 
   143.05 6.4751e-21    146.55 0 
   147.06 1.9549e-20    150.66 0 
   150.83 2.4492e-20    154.53 0 
   155.06 3.0824e-20    158.85 0 
   159.04 3.8795e-20    162.93 0 
   161.99 4.5571e-20    165.96 0 
   166.15 5.6959e-20    170.22 0 
   170.02 6.8937e-20    174.18 0 
   173.18 7.9865e-20    177.42 0 
   176.81 9.5555e-20    181.13 0 
   180.09 1.0893e-19    184.50 0 
   182.18 1.1888e-19    186.64 0 
   185.99 1.4027e-19    190.55 0 
   191.20 1.7093e-19    195.88 0 
   193.86 1.9353e-19    198.61 0 
   197.92 2.2317e-19    202.77 0 
   202.07 2.5853e-19    207.01 0 
   204.88 2.8736e-19    209.89 0 
   210.13 3.2454e-19    215.28 0 
   216.02 4.1124e-19    221.31 0 
   220.04 4.6771e-19    225.42 0 
   223.10 5.0452e-19    228.56 0 
   227.25 5.7248e-19    232.81 0 
   229.88 9.3472e-19    235.50 0 
   234.15 1.6579e-18    239.88 0 
   240.16 2.2929e-18    246.04 0 
   245.75 2.3890e-18    251.77 0 
   252.06 2.7991e-18    258.23 0 
   256.74 2.5345e-18    263.03 0 
   259.71 3.0747e-18    266.07 0 
   263.93 3.4093e-18    270.40 0 
   268.84 3.6520e-18    275.42 0 
   273.84 3.8849e-18    280.54 0 
   278.93 4.1421e-18    285.76 0 
   284.12 4.3961e-18    291.07 0 
   290.07 4.4967e-18    297.17 0 
   296.14 4.8946e-18    303.39 0 
   300.95 5.1000e-18    308.32 0 
   307.96 5.5509e-18    315.50 0 
   318.05 6.2382e-18    325.84 0 
   327.72 6.8198e-18    335.74 0 
   337.67 7.3532e-18    345.94 0 
   347.93 7.8735e-18    356.45 0 
   356.86 8.3734e-18    365.59 0 
   366.01 8.9873e-18    374.97 0 
   375.40 9.4265e-18    384.59 0 
   385.03 9.6175e-18    394.46 0 
   394.91 1.0514e-17    404.58 0 
   405.04 1.1206e-17    414.95 0 
   414.47 1.1593e-17    424.62 0 
   422.18 1.1829e-17    432.51 0 
   430.03 1.2126e-17    440.55 0 
   441.06 1.2776e-17    451.86 0 
   451.33 1.3094e-17    462.38 0 
   459.72 1.3299e-17    470.98 0 
   470.43 1.3661e-17    481.95 0 
   480.28 1.4230e-17    492.04 0 
   490.34 1.4187e-17    502.34 0 
   499.46 1.4915e-17    511.68 0 
   506.40 1.4703e-17    518.80 0 
   512.27 1.5967e-17    524.81 0 
   520.59 1.6180e-17    533.33 0 
   530.27 1.6281e-17    543.25 0 
   540.13 1.5973e-17    553.35 0 
   550.17 1.6296e-17    563.64 0 
   560.40 1.7250e-17    574.12 0 
   569.50 1.8134e-17    583.45 0 
   580.09 1.8121e-17    594.29 0 
   589.52 1.8746e-17    603.95 0 
   600.48 1.8305e-17    615.18 0 
   610.23 1.6993e-17    625.17 0 
   620.15 1.9951e-17    635.33 0 
   630.23 2.0075e-17    645.65 0 
   640.47 2.0670e-17    656.15 0 
   649.38 2.1042e-17    665.27 0 
   658.41 2.1077e-17    674.53 0 
   664.50 2.1959e-17    680.77 0 
   675.30 2.2299e-17    691.83 0 
   684.69 2.1577e-17    701.46 0 
   694.22 2.3862e-17    711.21 0 
   705.50 2.2718e-17    722.77 0 
   715.31 2.5122e-17    732.82 0 
   725.26 2.5631e-17    743.02 0 
   735.35 2.6149e-17    753.36 0 
   745.58 2.7235e-17    763.84 0 
   754.22 2.8046e-17    772.68 0 
   764.71 2.7199e-17    783.43 0 
   775.35 3.0076e-17    794.33 0 
   784.33 3.0616e-17    803.53 0 
   795.24 3.1887e-17    814.70 0 
   804.45 3.2986e-17    824.14 0 
   815.64 3.3805e-17    835.60 0 
   825.08 3.5784e-17    845.28 0 
   834.63 3.0718e-17    855.07 0 
   844.30 3.6991e-17    864.97 0 
   854.08 3.7653e-17    874.98 0 
   865.96 3.9850e-17    887.16 0 
