# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.01 4.7688e-20    102.33 0 
   103.90 5.1217e-20    104.23 0 
   106.08 5.7202e-20    106.41 0 
   108.05 6.4330e-20    108.39 0 
   110.06 8.9210e-20    110.41 0 
   113.93 1.0627e-19    114.29 0 
   117.93 1.2090e-19    118.30 0 
   120.96 3.0368e-19    121.34 0 
   124.92 3.4867e-19    125.31 0 
   126.95 3.6933e-19    127.35 0 
   128.12 3.8319e-19    128.53 0 
   131.11 4.1344e-19    131.52 0 
   132.02 4.5752e-19    132.43 0 
   133.85 4.7909e-19    134.28 0 
   136.97 5.5388e-19    137.40 0 
   139.84 5.9349e-19    140.28 0 
   143.10 1.0010e-18    143.55 0 
   147.11 1.6122e-18    147.57 0 
   150.88 1.7395e-18    151.36 0 
   155.11 1.8854e-18    155.60 0 
   159.09 2.0484e-18    159.59 0 
   162.04 2.1698e-18    162.55 0 
   165.82 2.3465e-18    166.34 0 
   170.07 2.5085e-18    170.61 0 
   172.83 2.6449e-18    173.38 0 
   176.86 2.8146e-18    177.42 0 
   180.15 2.9472e-18    180.72 0 
   181.82 3.0438e-18    182.39 0 
   186.05 3.2241e-18    186.64 0 
   190.82 3.4468e-18    191.43 0 
   193.92 3.6009e-18    194.54 0 
   197.98 3.7880e-18    198.61 0 
   202.13 3.9849e-18    202.77 0 
   204.94 4.1344e-18    205.59 0 
   210.20 4.2405e-18    210.86 0 
   216.09 4.6710e-18    216.77 0 
   220.11 4.8799e-18    220.80 0 
   223.17 4.9936e-18    223.87 0 
   226.79 5.2289e-18    227.51 0 
   229.95 7.8417e-18    230.67 0 
   234.22 1.2954e-17    234.96 0 
   240.23 1.7038e-17    240.99 0 
   245.83 1.6308e-17    246.60 0 
   252.13 1.7315e-17    252.93 0 
   256.82 1.3881e-17    257.63 0 
   259.80 1.6843e-17    260.62 0 
   264.02 1.7841e-17    264.85 0 
   268.93 1.7841e-17    269.77 0 
   273.92 1.7800e-17    274.79 0 
   279.02 1.7596e-17    279.90 0 
   284.20 1.7718e-17    285.10 0 
   290.16 1.6920e-17    291.07 0 
   296.23 1.6999e-17    297.17 0 
   301.05 1.6085e-17    302.00 0 
   308.06 1.6422e-17    309.03 0 
   318.15 1.6765e-17    319.15 0 
   327.82 1.6573e-17    328.85 0 
   337.78 1.6159e-17    338.84 0 
   348.04 1.5755e-17    349.14 0 
   356.97 1.5682e-17    358.10 0 
   366.13 1.5864e-17    367.28 0 
   374.66 1.5539e-17    375.84 0 
   385.15 1.4669e-17    386.37 0 
   395.03 1.5150e-17    396.28 0 
   405.16 1.5290e-17    406.44 0 
   413.65 1.5115e-17    414.95 0 
   422.31 1.4805e-17    423.64 0 
   430.16 1.4602e-17    431.52 0 
   441.20 1.4942e-17    442.59 0 
   451.47 1.5046e-17    452.90 0 
   459.87 1.4839e-17    461.32 0 
   469.50 1.5115e-17    470.98 0 
   480.43 1.5901e-17    481.95 0 
   490.49 1.5755e-17    492.04 0 
   499.61 1.7275e-17    501.19 0 
   506.56 1.8854e-17    508.16 0 
   512.43 3.2841e-17    514.04 0 
   519.55 3.3606e-17    521.19 0 
   530.43 3.4468e-17    532.11 0 
   540.30 3.3145e-17    542.00 0 
   550.34 3.9392e-17    552.08 0 
   560.57 4.8241e-17    562.34 0 
   569.68 5.4502e-17    571.48 0 
   580.27 5.5006e-17    582.10 0 
   589.70 6.3010e-17    591.56 0 
   600.66 6.2577e-17    602.56 0 
   610.42 6.8142e-17    612.35 0 
   620.34 8.4220e-17    622.30 0 
   630.42 8.8596e-17    632.41 0 
   640.67 9.6253e-17    642.69 0 
   649.58 1.0409e-16    651.63 0 
   658.61 1.0627e-16    660.69 0 
   664.71 1.1760e-16    666.81 0 
   675.51 1.2630e-16    677.64 0 
   684.91 1.2258e-16    687.07 0 
   694.43 1.4839e-16    696.63 0 
   705.72 1.3849e-16    707.95 0 
   715.54 1.7195e-16    717.79 0 
   725.49 1.8172e-16    727.78 0 
   735.58 1.9117e-16    737.90 0 
   745.82 2.0296e-16    748.17 0 
   754.45 2.1351e-16    756.83 0 
   764.95 2.1351e-16    767.36 0 
   775.59 2.3956e-16    778.04 0 
   784.57 2.4627e-16    787.05 0 
   795.48 2.6449e-16    797.99 0 
   804.70 2.7888e-16    807.24 0 
   815.89 2.9135e-16    818.46 0 
   825.34 3.1147e-16    827.94 0 
   834.89 2.7190e-16    837.53 0 
   844.56 3.3145e-16    847.23 0 
   854.34 3.4152e-16    857.04 0 
   864.23 3.6426e-16    866.96 0 
   874.24 3.8231e-16    877.00 0 
   884.36 4.0125e-16    887.16 0 
   894.61 4.1823e-16    897.43 0 
   904.96 4.2502e-16    907.82 0 
   915.44 5.0398e-16    918.33 0 
   926.04 2.0721e-15    928.97 0 
   934.61 4.1154e-15    937.56 0 
   945.43 7.3521e-15    948.42 0 
   954.18 9.7817e-15    957.19 0 
   965.23 1.1440e-14    968.28 0 
   974.16 2.7379e-15    977.24 0 
   985.44 1.0725e-14    988.55 0 
   994.56 1.0603e-14    997.70 0 
  1006.08 1.3753e-14   1009.25 0 
  1015.39 1.2895e-14   1018.59 0 
  1024.78 5.9076e-15   1028.02 0 
  1034.26 9.8949e-15   1037.53 0 
  1043.83 1.6497e-14   1047.13 0 
  1055.92 1.6085e-14   1059.25 0 
  1065.69 1.3471e-14   1069.05 0 
  1075.55 1.5325e-14   1078.95 0 
  1085.50 1.2835e-14   1088.93 0 
  1095.55 1.5682e-14   1099.01 0 
  1105.69 1.4839e-14   1109.18 0 
  1115.92 1.4435e-14   1119.44 0 
  1126.24 1.2984e-14   1129.80 0 
  1134.05 1.5432e-14   1137.63 0 
  1144.54 1.4204e-14   1148.15 0 
  1155.13 1.4703e-14   1158.78 0 
  1165.82 1.4977e-14   1169.50 0 
  1173.90 1.0950e-14   1177.61 0 
  1184.76 1.4435e-14   1188.50 0 
  1195.73 1.1283e-14   1199.50 0 
  1204.01 8.8392e-15   1207.81 0 
  1215.15 5.4754e-15   1218.99 0 
  1226.40 1.0337e-14   1230.27 0 
  1234.90 1.3977e-14   1238.80 0 
  1246.33 1.4839e-14   1250.26 0 
  1254.96 1.4303e-14   1258.93 0 
  1263.66 1.3014e-14   1267.65 0 
  1275.36 1.5046e-14   1279.38 0 
  1284.20 1.5290e-14   1288.25 0 
  1296.08 1.2924e-14   1300.17 0 
  1305.06 1.2954e-14   1309.18 0 
  1314.11 1.4873e-14   1318.26 0 
  1326.27 1.4171e-14   1330.45 0 
  1335.46 1.3044e-14   1339.68 0 
  1344.72 1.4369e-14   1348.96 0 
  1354.04 1.4009e-14   1358.31 0 
  1366.57 1.2954e-14   1370.88 0 
  1376.04 1.3134e-14   1380.38 0 
  1385.58 1.3195e-14   1389.95 0 
  1395.18 1.1179e-14   1399.59 0 
  1404.85 1.1440e-14   1409.29 0 
  1414.59 1.2314e-14   1419.06 0 
  1424.40 1.2201e-14   1428.89 0 
  1434.27 1.2343e-14   1438.80 0 
  1440.89 1.2659e-14   1445.44 0 
  1447.54 1.2601e-14   1452.11 0 
  1454.22 1.2314e-14   1458.81 0 
  1464.31 1.1626e-14   1468.93 0 
  1474.46 1.1599e-14   1479.11 0 
  1484.68 1.1572e-14   1489.36 0 
  1494.97 1.1545e-14   1499.69 0 
  1505.33 1.0975e-14   1510.08 0 
  1512.28 1.0079e-14   1517.05 0 
  1515.76 1.0481e-14   1520.55 0 
  1526.27 1.0385e-14   1531.09 0 
  1533.32 9.2558e-15   1538.15 0 
  1543.94 9.2985e-15   1548.82 0 
  1554.65 8.9828e-15   1559.55 0 
  1565.42 9.3845e-15   1570.36 0 
  1576.27 9.8495e-15   1581.25 0 
  1583.55 1.0010e-14   1588.55 0 
  1594.53 1.0102e-14   1599.56 0 
  1605.58 9.8495e-15   1610.65 0 
  1616.71 9.7817e-15   1621.81 0 
  1624.17 9.4932e-15   1629.30 0 
  1635.43 9.8722e-15   1640.59 0 
  1646.76 9.8268e-15   1651.96 0 
  1654.37 9.4714e-15   1659.59 0 
  1665.83 9.8949e-15   1671.09 0 
  1673.52 9.2985e-15   1678.80 0 
  1677.38 9.9406e-15   1682.67 0 
  1685.12 1.0010e-14   1690.44 0 
  1696.80 9.5810e-15   1702.16 0 
  1704.64 9.2558e-15   1710.02 0 
  1716.45 8.8392e-15   1721.87 0 
  1724.37 8.7380e-15   1729.82 0 
  1736.33 9.0868e-15   1741.81 0 
  1744.34 8.8800e-15   1749.85 0 
  1756.43 9.1288e-15   1761.98 0 
  1764.54 8.6779e-15   1770.11 0 
  1776.77 8.6579e-15   1782.38 0 
  1784.97 8.7380e-15   1790.61 0 
  1793.21 8.9622e-15   1798.87 0 
  1805.64 8.9415e-15   1811.34 0 
  1813.98 8.3447e-15   1819.70 0 
  1826.55 8.4999e-15   1832.31 0 
  1834.98 8.2682e-15   1840.77 0 
  1843.45 7.7164e-15   1849.27 0 
  1856.23 7.6632e-15   1862.09 0 
  1864.80 7.7878e-15   1870.68 0 
  1873.40 8.1548e-15   1879.32 0 
  1886.39 7.5407e-15   1892.34 0 
  1895.10 7.1848e-15   1901.08 0 
  1903.84 7.6280e-15   1909.85 0 
  1917.04 7.2847e-15   1923.09 0 
  1925.89 7.0699e-15   1931.97 0 
  1934.78 7.3691e-15   1940.89 0 
  1943.71 7.5061e-15   1949.84 0 
  1957.18 6.9890e-15   1963.36 0 
  1966.22 7.4373e-15   1972.42 0 
  1975.29 7.6280e-15   1981.53 0 
  1984.41 7.2346e-15   1990.67 0 
  1993.57 7.0536e-15   1999.86 0 
  2002.77 7.2346e-15   2009.09 0 
  2016.65 7.0862e-15   2023.02 0 
  2025.96 7.3015e-15   2032.36 0 
  2035.31 6.8931e-15   2041.74 0 
  2044.71 6.9729e-15   2051.16 0 
  2054.15 6.4925e-15   2060.63 0 
  2063.63 6.6591e-15   2070.14 0 
  2073.15 7.0862e-15   2079.70 0 
  2077.93 6.6898e-15   2084.49 0 
  2082.72 6.8772e-15   2089.30 0 
  2097.16 6.5526e-15   2103.78 0 
  2106.84 6.6744e-15   2113.49 0 
  2116.56 6.6898e-15   2123.24 0 
  2126.33 6.7362e-15   2133.04 0 
  2136.15 6.5075e-15   2142.89 0 
  2146.01 6.4182e-15   2152.78 0 
  2155.91 6.5828e-15   2162.72 0 
  2165.87 6.4330e-15   2172.70 0 
  2175.86 6.3887e-15   2182.73 0 
  2185.91 6.2433e-15   2192.81 0 
  2196.00 6.3887e-15   2202.93 0 
  2206.13 6.2577e-15   2213.09 0 
  2216.31 6.1012e-15   2223.31 0 
  2226.55 5.9486e-15   2233.57 0 
  2236.82 6.0731e-15   2243.88 0 
  2247.15 5.9486e-15   2254.24 0 
  2257.52 5.7865e-15   2264.64 0 
  2262.72 5.8535e-15   2269.86 0 
  2273.17 5.8670e-15   2280.34 0 
  2283.66 5.8805e-15   2290.87 0 
