# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.01 3.2435e-17    102.80 0 
   103.91 3.3575e-17    104.71 0 
   106.08 3.6226e-17    106.91 0 
   108.06 3.9356e-17    108.89 0 
   110.06 5.3705e-17    110.92 0 
   113.93 6.0536e-17    114.82 0 
   117.94 6.5165e-17    118.85 0 
   120.96 1.5136e-16    121.90 0 
   124.92 1.6750e-16    125.89 0 
   126.95 1.7499e-16    127.94 0 
   128.13 1.7989e-16    129.12 0 
   131.11 1.9055e-16    132.13 0 
   132.02 2.0750e-16    133.05 0 
   133.86 2.1479e-16    134.90 0 
   136.98 2.4044e-16    138.04 0 
   139.84 2.5411e-16    140.93 0 
   143.10 3.8461e-16    144.21 0 
   147.11 5.5978e-16    148.25 0 
   150.88 5.9568e-16    152.05 0 
   155.11 6.3682e-16    156.31 0 
   159.09 6.8236e-16    160.32 0 
   162.05 7.1617e-16    163.31 0 
   165.82 7.6386e-16    167.11 0 
   170.08 8.0726e-16    171.40 0 
   172.84 8.4336e-16    174.18 0 
   176.87 8.8923e-16    178.24 0 
   180.15 9.2260e-16    181.55 0 
   181.82 9.4845e-16    183.23 0 
   186.06 9.9544e-16    187.50 0 
   190.83 1.0520e-15    192.31 0 
   193.93 1.0915e-15    195.43 0 
   197.99 1.1403e-15    199.53 0 
   202.14 1.1885e-15    203.70 0 
   204.95 1.2247e-15    206.54 0 
   210.21 1.2474e-15    211.84 0 
   216.10 1.3552e-15    217.77 0 
   220.11 1.4061e-15    221.82 0 
   223.17 1.4322e-15    224.91 0 
   226.80 1.4860e-15    228.56 0 
   229.96 2.2132e-15    231.74 0 
