# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.03 2.1489e-20    102.57 0 
   103.93 2.7619e-20    104.47 0 
   106.10 3.5993e-20    106.66 0 
   108.08 4.7887e-20    108.64 0 
   110.09 7.0993e-20    110.66 0 
   113.95 1.1021e-19    114.55 0 
   117.96 1.6114e-19    118.58 0 
   120.98 6.2548e-19    121.62 0 
   124.95 8.3988e-19    125.60 0 
   126.98 9.4236e-19    127.64 0 
   127.86 1.0144e-18    128.53 0 
   131.14 1.1836e-18    131.83 0 
   132.05 1.4263e-18    132.74 0 
   133.88 1.5639e-18    134.59 0 
   137.00 2.0759e-18    137.72 0 
   139.87 2.3725e-18    140.60 0 
   143.13 7.0830e-18    143.88 0 
   147.14 1.9598e-17    147.91 0 
   150.91 2.2040e-17    151.71 0 
   155.14 2.5016e-17    155.96 0 
   159.12 2.8459e-17    159.96 0 
   162.08 3.1061e-17    162.93 0 
   165.86 3.5417e-17    166.72 0 
   170.11 3.9375e-17    171.00 0 
   172.87 4.2777e-17    173.78 0 
   176.90 4.7121e-17    177.83 0 
   180.19 5.0608e-17    181.13 0 
   181.86 5.3237e-17    182.81 0 
   186.09 5.8239e-17    187.07 0 
   190.87 6.5045e-17    191.87 0 
   193.97 6.9858e-17    194.98 0 
   198.03 7.5373e-17    199.07 0 
   202.18 8.1887e-17    203.24 0 
   204.99 8.6939e-17    206.06 0 
   209.76 9.1036e-17    210.86 0 
   216.14 1.0573e-16    217.27 0 
   220.16 1.1356e-16    221.31 0 
   223.22 1.1782e-16    224.39 0 
   226.85 1.2683e-16    228.03 0 
   230.00 1.9825e-16    231.21 0 
   233.74 3.4294e-16    234.96 0 
   239.73 4.3273e-16    240.99 0 
   245.88 4.2191e-16    247.17 0 
   252.19 4.6048e-16    253.51 0 
   256.88 3.9830e-16    258.23 0 
   259.85 4.6261e-16    261.22 0 
   264.08 4.9228e-16    265.46 0 
   268.99 5.0144e-16    270.40 0 
   273.99 5.0724e-16    275.42 0 
   279.08 5.1548e-16    280.54 0 
   284.27 5.2386e-16    285.76 0 
   290.22 5.0724e-16    291.74 0 
   296.30 5.2507e-16    297.85 0 
   301.11 5.2628e-16    302.69 0 
   308.13 5.4102e-16    309.74 0 
   318.22 5.6133e-16    319.89 0 
   327.89 5.7045e-16    329.61 0 
   337.85 5.7440e-16    339.63 0 
   348.12 5.7573e-16    349.95 0 
   357.05 5.7838e-16    358.92 0 
   366.21 5.8373e-16    368.13 0 
   374.74 5.8239e-16    376.70 0 
   385.24 5.6262e-16    387.26 0 
   395.12 5.7838e-16    397.19 0 
   405.26 5.7972e-16    407.38 0 
   413.74 5.7440e-16    415.91 0 
   422.41 5.6652e-16    424.62 0 
   430.26 5.6133e-16    432.51 0 
   441.30 5.5875e-16    443.61 0 
   450.54 5.4981e-16    452.90 0 
   459.97 5.4227e-16    462.38 0 
   469.60 5.3483e-16    472.06 0 
   480.54 5.3115e-16    483.06 0 
   489.47 5.1667e-16    492.04 0 
   499.72 5.1548e-16    502.34 0 
   505.51 5.0841e-16    508.16 0 
   512.54 5.3854e-16    515.23 0 
   519.67 5.3360e-16    522.40 0 
   530.55 5.2507e-16    533.33 0 
   540.42 5.0724e-16    543.25 0 
   550.47 5.1430e-16    553.35 0 
   559.41 5.2749e-16    562.34 0 
   569.81 5.3854e-16    572.80 0 
   580.40 5.2386e-16    583.45 0 
   589.83 5.4227e-16    592.93 0 
   599.42 5.3237e-16    602.56 0 
   610.56 5.0491e-16    613.76 0 
   620.48 5.7045e-16    623.73 0 
   630.57 5.7573e-16    633.87 0 
   639.34 5.8105e-16    642.69 0 
   649.73 6.0147e-16    653.13 0 
   657.25 6.0844e-16    660.69 0 
   664.86 6.2982e-16    668.34 0 
