# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.01 7.7676e-33    101.86 0 
   102.10 1.4034e-32    103.99 0 
   104.00 2.2966e-32    105.93 0 
   105.94 3.8637e-32    107.89 0 
   107.91 6.4700e-32    109.90 0 
   109.91 1.3546e-31    111.94 0 
   114.04 3.3854e-31    116.14 0 
   118.04 7.7165e-31    120.23 0 
   121.07 3.1936e-30    123.31 0 
   125.04 6.9516e-30    127.35 0 
   127.07 1.0069e-29    129.42 0 
   127.95 1.2132e-29    130.32 0 
   130.93 2.0455e-29    133.35 0 
   132.14 2.5927e-29    134.59 0 
   133.98 3.6113e-29    136.46 0 
   137.10 6.2447e-29    139.64 0 
   139.97 1.0009e-28    142.56 0 
   142.90 2.1839e-28    145.55 0 
   146.91 4.8982e-28    149.62 0 
   151.02 8.5475e-28    153.82 0 
   154.90 1.4711e-27    157.76 0 
   158.87 2.4744e-27    161.81 0 
   161.83 3.6002e-27    164.82 0 
   165.98 5.8361e-27    169.04 0 
   169.84 9.2670e-27    172.98 0 
   173.00 1.2965e-26    176.20 0 
   177.03 1.9934e-26    180.30 0 
   179.91 2.7255e-26    183.23 0 
   181.99 3.3447e-26    185.35 0 
   185.80 4.9793e-26    189.23 0 
   191.01 7.9785e-26    194.54 0 
   194.11 1.0538e-25    197.70 0 
   198.17 1.5051e-25    201.84 0 
   201.86 2.1154e-25    205.59 0 
   205.14 2.7179e-25    208.93 0 
   209.92 3.9629e-25    213.80 0 
   215.80 6.4525e-25    219.79 0 
   219.81 8.6803e-25    223.87 0 
   222.87 1.0725e-24    226.99 0 
   227.01 1.4262e-24    231.21 0 
   230.17 2.5237e-24    234.42 0 
   233.91 4.9757e-24    238.23 0 
   239.91 8.4248e-24    244.34 0 
   246.06 1.1201e-23    250.61 0 
   251.79 1.5667e-23    256.45 0 
   257.07 1.6739e-23    261.82 0 
   260.04 2.2263e-23    264.85 0 
   264.27 2.7758e-23    269.15 0 
   269.18 3.4606e-23    274.16 0 
   274.19 4.2747e-23    279.25 0 
   279.28 5.2198e-23    284.45 0 
   283.82 6.3744e-23    289.07 0 
   289.77 7.6939e-23    295.12 0 
   295.83 9.7916e-23    301.30 0 
   301.33 1.1235e-22    306.90 0 
   308.35 1.4529e-22    314.05 0 
   317.72 2.0549e-22    323.59 0 
   328.13 2.7751e-22    334.19 0 
   338.10 3.6711e-22    344.35 0 
   348.37 4.7786e-22    354.81 0 
   357.31 6.0099e-22    363.92 0 
   365.63 7.5242e-22    372.39 0 
   375.01 9.2257e-22    381.94 0 
   384.63 1.1182e-21    391.74 0 
   395.41 1.4093e-21    402.72 0 
   404.62 1.7280e-21    412.10 0 
   414.04 2.0422e-21    421.70 0 
   421.74 2.3481e-21    429.54 0 
   429.58 2.6874e-21    437.52 0 
   440.60 3.2568e-21    448.75 0 
   450.86 3.8220e-21    459.20 0 
   460.31 4.3835e-21    468.81 0 
   469.94 5.0974e-21    478.63 0 
   479.78 5.9274e-21    488.65 0 
   489.83 6.7979e-21    498.88 0 
   500.09 7.9044e-21    509.33 0 
   505.88 1.1287e-20    515.23 0 
   511.74 2.5840e-20    521.19 0 
   520.05 2.8502e-20    529.66 0 
   529.72 3.2315e-20    539.51 0 
   539.57 3.4508e-20    549.54 0 
   549.60 4.6497e-20    559.76 0 
   559.82 5.9555e-20    570.16 0 
   570.22 7.1680e-20    580.76 0 
   579.49 7.6373e-20    590.20 0 
   590.26 9.5369e-20    601.17 0 
   599.85 1.0446e-19    610.94 0 
   609.60 1.2866e-19    620.87 0 
   619.51 1.5957e-19    630.96 0 
   629.57 1.8258e-19    641.21 0 
   639.80 2.0368e-19    651.63 0 
   650.20 2.3957e-19    662.22 0 
   657.73 2.6366e-19    669.88 0 
   665.34 2.9626e-19    677.64 0 
   674.60 3.3129e-19    687.07 0 
   685.56 3.5048e-19    698.23 0 
   695.10 4.4790e-19    707.95 0 
   704.77 4.5888e-19    717.79 0 
   716.22 5.8630e-19    729.46 0 
   726.18 6.4807e-19    739.61 0 
   734.59 7.1318e-19    748.17 0 
   744.81 8.2165e-19    758.58 0 
   755.17 9.1657e-19    769.13 0 
   765.68 1.0177e-18    779.83 0 
   774.54 1.1540e-18    788.86 0 
   785.32 1.3081e-18    799.83 0 
   794.41 1.4361e-18    809.10 0 
   805.46 1.5727e-18    820.35 0 
   814.79 1.7146e-18    829.85 0 
   824.23 1.9439e-18    839.46 0 
   835.69 1.8455e-18    851.14 0 
   845.37 2.2783e-18    860.99 0 
   855.16 2.4838e-18    870.96 0 
   865.06 2.7645e-18    881.05 0 
   875.08 3.0557e-18    891.25 0 
   885.21 3.4009e-18    901.57 0 
   895.46 3.7245e-18    912.01 0 
   905.83 3.9677e-18    922.57 0 
   914.21 6.0690e-18    931.11 0 
   924.80 3.7721e-17    941.89 0 
   935.51 8.3374e-17    952.80 0 
   944.16 1.7084e-16    961.61 0 
   955.09 2.4324e-16    972.75 0 
   963.93 3.1159e-16    981.75 0 
   975.09 8.2796e-17    993.12 0 
   984.12 3.6859e-16   1002.31 0 
   995.51 3.7841e-16   1013.91 0 
  1004.72 4.7368e-16   1023.29 0 
  1014.02 4.3253e-16   1032.76 0 
  1025.76 1.7759e-16   1044.72 0 
  1035.25 3.6976e-16   1054.39 0 
  1044.83 6.3889e-16   1064.14 0 
  1054.50 6.6824e-16   1073.99 0 
  1064.26 6.0454e-16   1083.93 0 
  1074.10 7.0294e-16   1093.96 0 
  1084.04 6.3592e-16   1104.08 0 
  1094.07 7.6716e-16   1114.29 0 
  1104.20 7.6447e-16   1124.61 0 
  1114.41 7.8313e-16   1135.01 0 
  1124.72 7.5041e-16   1145.51 0 
  1135.13 8.7249e-16   1156.11 0 
  1145.63 8.3409e-16   1166.81 0 
  1156.24 8.8851e-16   1177.61 0 
  1164.25 9.3810e-16   1185.77 0 
  1175.02 7.6681e-16   1196.74 0 
  1185.89 9.4215e-16   1207.81 0 
  1194.12 7.5456e-16   1216.19 0 
  1205.16 6.0272e-16   1227.44 0 
  1216.32 3.0237e-16   1238.80 0 
  1224.75 6.8564e-16   1247.38 0 
  1236.08 9.9426e-16   1258.93 0 
  1244.65 1.1222e-15   1267.65 0 
  1256.16 1.1441e-15   1279.38 0 
  1264.87 1.0641e-15   1288.25 0 
  1273.64 1.2780e-15   1297.18 0 
  1285.42 1.3456e-15   1309.18 0 
  1294.33 1.2287e-15   1318.26 0 
  1306.31 1.2411e-15   1330.45 0 
  1315.37 1.4333e-15   1339.68 0 
  1324.48 1.4251e-15   1348.96 0 
  1333.66 1.3721e-15   1358.31 0 
  1346.00 1.5231e-15   1370.88 0 
  1355.33 1.5249e-15   1380.38 0 
  1364.73 1.4680e-15   1389.95 0 
  1374.19 1.5319e-15   1399.59 0 
  1383.71 1.5839e-15   1409.29 0 
  1396.52 1.4793e-15   1422.33 0 
  1406.20 1.5507e-15   1432.19 0 
  1415.94 1.6107e-15   1442.12 0 
  1425.76 1.6425e-15   1452.11 0 
  1435.64 1.6671e-15   1462.18 0 
  1442.27 1.7443e-15   1468.93 0 
  1445.59 1.7678e-15   1472.31 0 
  1455.61 1.7697e-15   1482.52 0 
  1465.70 1.7233e-15   1492.79 0 
  1475.86 1.7411e-15   1503.14 0 
  1486.09 1.7713e-15   1513.56 0 
  1496.40 1.8144e-15   1524.05 0 
  1503.30 1.7962e-15   1531.09 0 
  1513.72 1.7014e-15   1541.70 0 
  1517.21 1.7808e-15   1545.25 0 
  1524.21 1.7711e-15   1552.39 0 
  1534.78 1.6622e-15   1563.15 0 
  1545.42 1.7787e-15   1573.98 0 
  1556.13 1.7240e-15   1584.89 0 
  1563.31 1.7625e-15   1592.21 0 
  1574.15 1.8774e-15   1603.25 0 
  1585.06 1.9452e-15   1614.36 0 
  1596.05 2.0155e-15   1625.55 0 
  1603.42 1.9769e-15   1633.05 0 
  1614.53 2.0016e-15   1644.37 0 
  1625.72 1.9623e-15   1655.77 0 
  1633.23 2.0624e-15   1663.41 0 
  1644.55 2.1026e-15   1674.94 0 
  1655.95 2.0097e-15   1686.55 0 
  1663.59 2.1813e-15   1694.34 0 
  1671.27 2.0479e-15   1702.16 0 
  1675.12 2.2085e-15   1706.08 0 
  1686.73 2.2775e-15   1717.91 0 
  1694.52 2.2133e-15   1725.84 0 
  1706.26 2.1847e-15   1737.80 0 
  1714.14 2.1626e-15   1745.82 0 
  1726.02 2.1743e-15   1757.92 0 
  1733.99 2.2850e-15   1766.04 0 
  1746.01 2.2659e-15   1778.28 0 
  1754.07 2.3812e-15   1786.49 0 
  1766.23 2.2497e-15   1798.87 0 
  1774.38 2.3533e-15   1807.17 0 
  1786.68 2.3933e-15   1819.70 0 
  1794.92 2.4978e-15   1828.10 0 
  1803.21 2.5124e-15   1836.54 0 
  1815.71 2.4401e-15   1849.27 0 
  1824.09 2.4771e-15   1857.80 0 
  1836.73 2.4505e-15   1870.68 0 
  1845.21 2.3269e-15   1879.32 0 
  1853.73 2.3676e-15   1887.99 0 
  1866.58 2.4356e-15   1901.08 0 
  1875.19 2.5535e-15   1909.85 0 
  1883.85 2.4527e-15   1918.67 0 
  1896.91 2.4040e-15   1931.97 0 
  1905.66 2.5144e-15   1940.89 0 
  1914.46 2.4886e-15   1949.84 0 
  1923.30 2.4801e-15   1958.84 0 
  1936.63 2.5277e-15   1972.42 0 
  1945.57 2.6560e-15   1981.53 0 
  1954.55 2.5570e-15   1990.67 0 
  1968.10 2.7162e-15   2004.47 0 
  1977.18 2.7827e-15   2013.72 0 
  1981.74 2.6990e-15   2018.37 0 
  1995.48 2.6634e-15   2032.36 0 
  2004.69 2.7160e-15   2041.74 0 
  2013.94 2.7003e-15   2051.16 0 
  2023.23 2.7790e-15   2060.63 0 
  2037.26 2.7359e-15   2074.91 0 
  2046.66 2.8027e-15   2084.49 0 
  2056.11 2.7292e-15   2094.11 0 
  2065.60 2.7765e-15   2103.78 0 
  2075.13 2.9172e-15   2113.49 0 
  2079.92 2.8556e-15   2118.36 0 
  2084.71 2.9136e-15   2123.24 0 
  2094.34 2.8307e-15   2133.04 0 
  2104.00 2.8797e-15   2142.89 0 
  2113.71 2.9093e-15   2152.78 0 
  2123.47 2.9596e-15   2162.72 0 
  2133.27 2.8424e-15   2172.70 0 
  2143.12 2.9183e-15   2182.73 0 
  2153.01 2.9824e-15   2192.81 0 
  2162.95 2.9242e-15   2202.93 0 
  2172.93 2.9271e-15   2213.09 0 
  2182.96 2.9435e-15   2223.31 0 
  2193.04 3.0570e-15   2233.57 0 
  2203.16 3.0041e-15   2243.88 0 
  2213.33 2.9251e-15   2254.24 0 
  2223.55 2.8943e-15   2264.64 0 
  2233.81 3.0547e-15   2275.10 0 
  2244.12 2.9742e-15   2285.60 0 
  2254.48 2.9227e-15   2296.15 0 
  2264.88 2.9545e-15   2306.75 0 
  2275.34 3.0448e-15   2317.39 0 
  2285.84 3.1211e-15   2328.09 0 
  2296.39 3.0203e-15   2338.84 0 
  2306.99 3.0747e-15   2349.63 0 
  2317.64 3.0378e-15   2360.48 0 
  2322.98 2.6665e-15   2365.92 0 
  2333.71 2.9765e-15   2376.84 0 
  2344.48 2.8871e-15   2387.81 0 
  2355.30 3.0848e-15   2398.83 0 
