# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.10 2.1555e-23    103.28 0 
   101.96 2.8810e-23    105.20 0 
   104.09 3.5200e-23    107.40 0 
   106.03 4.4519e-23    109.40 0 
   108.00 5.6695e-23    111.43 0 
   110.01 8.7608e-23    113.50 0 
   113.87 1.2988e-22    117.49 0 
   117.88 1.8136e-22    121.62 0 
   120.90 5.6695e-22    124.74 0 
   124.86 7.7543e-22    128.82 0 
   126.89 8.8827e-22    130.92 0 
   128.06 9.6061e-22    132.13 0 
   131.05 1.1602e-21    135.21 0 
   131.96 1.3507e-21    136.14 0 
   134.10 1.5225e-21    138.36 0 
   136.91 1.9795e-21    141.25 0 
   140.10 2.3418e-21    144.54 0 
   143.03 4.8367e-21    147.57 0 
   147.04 9.8072e-21    151.71 0 
   151.16 1.1845e-20    155.96 0 
   155.03 1.4373e-20    159.96 0 
   159.01 1.7440e-20    164.06 0 
   161.97 1.9978e-20    167.11 0 
   166.12 2.3908e-20    171.40 0 
   169.99 2.8090e-20    175.39 0 
   173.15 3.1735e-20    178.65 0 
   177.18 3.6944e-20    182.81 0 
   180.06 4.1167e-20    185.78 0 
   182.15 4.4314e-20    187.93 0 
   185.96 5.0880e-20    191.87 0 
   191.17 6.0054e-20    197.24 0 
   193.83 6.6305e-20    199.99 0 
   197.89 7.5084e-20    204.17 0 
   202.03 8.4634e-20    208.45 0 
   204.85 9.2373e-20    211.35 0 
   210.10 1.0246e-19    216.77 0 
   215.99 1.2461e-19    222.84 0 
   220.00 1.3853e-19    226.99 0 
   223.06 1.4810e-19    230.14 0 
   227.21 1.6427e-19    234.42 0 
   229.84 2.6154e-19    237.14 0 
   234.11 4.3506e-19    241.55 0 
   240.12 5.9367e-19    247.74 0 
   246.28 6.1030e-19    254.10 0 
   252.01 6.9111e-19    260.02 0 
   257.29 6.0332e-19    265.46 0 
   260.27 7.3544e-19    268.53 0 
   263.89 8.0825e-19    272.27 0 
   268.80 8.5025e-19    277.33 0 
   273.80 8.9032e-19    282.49 0 
   278.89 9.2799e-19    287.74 0 
   284.07 9.7397e-19    293.09 0 
   290.02 9.8072e-19    299.23 0 
   296.09 1.0436e-18    305.49 0 
   300.90 1.0436e-18    310.46 0 
   307.91 1.1260e-18    317.69 0 
   318.00 1.2404e-18    328.10 0 
   327.66 1.3199e-18    338.06 0 
   337.62 1.3853e-18    348.34 0 
   347.88 1.4439e-18    358.92 0 
   356.80 1.5155e-18    368.13 0 
   365.95 1.6053e-18    377.57 0 
   375.34 1.6540e-18    387.26 0 
   384.97 1.6540e-18    397.19 0 
   394.84 1.7723e-18    407.38 0 
   404.97 1.8516e-18    417.83 0 
   414.41 1.8904e-18    427.56 0 
   422.11 1.9123e-18    435.51 0 
   429.96 1.9299e-18    443.61 0 
   440.99 2.0070e-18    454.99 0 
   451.26 2.0396e-18    465.59 0 
   459.65 2.0537e-18    474.24 0 
   470.36 2.0919e-18    485.29 0 
   480.20 2.1555e-18    495.45 0 
   490.26 2.1555e-18    505.82 0 
   500.53 2.2467e-18    516.42 0 
   506.32 2.6215e-18    522.40 0 
   512.18 5.2789e-18    528.45 0 
   520.51 5.4519e-18    537.03 0 
   530.18 5.6695e-18    547.02 0 
   540.04 5.4770e-18    557.19 0 
