# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.10 1.2395e-20    100.46 0 
   101.97 1.6303e-20    102.33 0 
   104.10 1.9555e-20    104.47 0 
   106.04 2.4058e-20    106.41 0 
   108.01 3.0079e-20    108.39 0 
   110.02 4.3377e-20    110.41 0 
   113.88 6.0710e-20    114.29 0 
   117.88 8.0031e-20    118.30 0 
   120.91 2.8006e-19    121.34 0 
   124.87 3.5096e-19    125.31 0 
   126.90 3.8129e-19    127.35 0 
   128.07 4.0388e-19    128.53 0 
   131.06 4.5108e-19    131.52 0 
   131.96 5.2876e-19    132.43 0 
   134.11 5.6397e-19    134.59 0 
   136.92 7.1000e-19    137.40 0 
   140.11 7.8209e-19    140.60 0 
   143.04 1.9331e-18    143.55 0 
   147.05 4.4798e-18    147.57 0 
   151.17 4.9007e-18    151.71 0 
   155.04 5.4232e-18    155.60 0 
   159.02 6.0431e-18    159.59 0 
   161.98 6.4902e-18    162.55 0 
   166.13 7.1988e-18    166.72 0 
   170.00 7.8029e-18    170.61 0 
   173.16 8.3418e-18    173.78 0 
   177.20 9.0211e-18    177.83 0 
   180.08 9.5336e-18    180.72 0 
   182.16 9.8914e-18    182.81 0 
   185.97 1.0623e-17    186.64 0 
   191.19 1.1568e-17    191.87 0 
   193.84 1.2225e-17    194.54 0 
   197.90 1.3009e-17    198.61 0 
   202.05 1.3876e-17    202.77 0 
   204.86 1.4530e-17    205.59 0 
   210.11 1.4971e-17    210.86 0 
   216.00 1.6993e-17    216.77 0 
   220.02 1.8041e-17    220.80 0 
   223.08 1.8589e-17    223.87 0 
   227.22 1.9736e-17    228.03 0 
   229.86 3.0357e-17    230.67 0 
   234.13 4.8446e-17    234.96 0 
   240.13 6.1271e-17    240.99 0 
   245.73 5.9328e-17    246.60 0 
   252.03 6.4753e-17    252.93 0 
   256.72 5.6138e-17    257.63 0 
   260.29 6.5653e-17    261.22 0 
   263.91 7.2821e-17    264.85 0 
   268.82 7.5728e-17    269.77 0 
   273.81 7.8570e-17    274.79 0 
   278.90 7.8570e-17    279.90 0 
   284.09 8.5755e-17    285.10 0 
   290.04 8.8973e-17    291.07 0 
   296.11 9.2525e-17    297.17 0 
   300.92 9.1255e-17    302.00 0 
   307.93 1.0310e-16    309.03 0 
   318.02 1.1837e-16    319.15 0 
   327.68 1.3591e-16    328.85 0 
   337.64 1.4834e-16    338.84 0 
   347.90 1.6190e-16    349.14 0 
   356.82 2.2042e-16    358.10 0 
   365.98 3.3671e-16    367.28 0 
   375.37 3.7693e-16    376.70 0 
   384.99 3.5831e-16    386.37 0 
   394.87 5.5752e-16    396.28 0 
   405.00 7.5380e-16    406.44 0 
   414.43 8.3418e-16    415.91 0 
   422.14 8.4384e-16    423.64 0 
   429.99 8.8360e-16    431.52 0 
   441.02 1.1357e-15    442.59 0 
   451.29 1.2772e-15    452.90 0 
   459.68 1.2453e-15    461.32 0 
   470.39 1.3844e-15    472.06 0 
   480.24 1.6682e-15    481.95 0 
   490.29 1.5677e-15    492.04 0 
   500.56 2.0336e-15    502.34 0 
   506.35 1.8804e-15    508.16 0 
   512.22 2.9940e-15    514.04 0 
   520.54 3.0217e-15    522.40 0 
   530.22 3.0079e-15    532.11 0 
   540.07 2.6808e-15    542.00 0 
   550.12 2.7814e-15    552.08 0 
   560.34 3.7693e-15    562.34 0 
   569.45 4.3980e-15    571.48 0 
   580.03 4.5212e-15    582.10 0 
   589.46 4.8335e-15    591.56 0 
   600.42 4.3377e-15    602.56 0 
   610.17 4.3677e-15    612.35 0 
   620.09 5.7050e-15    622.30 0 
   630.16 5.6138e-15    632.41 0 
   640.40 6.3571e-15    642.69 0 
   649.31 6.3717e-15    651.63 0 
   658.35 6.0710e-15    660.69 0 
   664.44 6.9224e-15    666.81 0 
   675.23 7.4689e-15    677.64 0 
   684.63 6.7028e-15    687.07 0 
   695.75 7.9115e-15    698.23 0 
   705.43 6.7183e-15    707.95 0 
   715.24 8.6349e-15    717.79 0 
   725.19 8.9384e-15    727.78 0 
   735.28 9.1676e-15    737.90 0 
   745.51 9.1255e-15    748.17 0 
   754.14 9.2738e-15    756.83 0 
   764.63 8.5755e-15    767.36 0 
   775.27 9.7109e-15    778.04 0 
   784.25 9.1888e-15    787.05 0 
   795.16 1.0006e-14    797.99 0 
   804.37 1.0405e-14    807.24 0 
   815.56 1.0648e-14    818.46 0 
   825.00 1.0997e-14    827.94 0 
   834.55 9.0627e-15    837.53 0 
   844.22 1.1150e-14    847.23 0 
   855.96 1.1150e-14    859.01 0 
   865.87 1.1675e-14    868.96 0 
   875.90 1.1892e-14    879.02 0 
   884.00 1.2085e-14    887.16 0 
   894.24 1.2282e-14    897.43 0 
   904.59 1.2197e-14    907.82 0 
   915.07 1.2169e-14    918.33 0 
   925.67 3.0148e-14    928.97 0 
   934.23 5.0033e-14    937.56 0 
   945.05 7.2989e-14    948.42 0 
   955.99 8.9590e-14    959.40 0 
   964.84 9.9142e-14    968.28 0 
   976.01 3.3827e-14    979.49 0 
   985.04 8.2843e-14    988.55 0 
   994.16 8.2463e-14    997.70 0 
  1005.67 1.0722e-13   1009.25 0 
  1014.97 1.0697e-13   1018.59 0 
  1024.36 6.4455e-14   1028.02 0 
  1033.84 8.8360e-14   1037.53 0 
  1045.81 1.3312e-13   1049.54 0 
  1055.49 1.2950e-13   1059.25 0 
  1065.26 1.0796e-13   1069.05 0 
  1075.11 1.2141e-13   1078.95 0 
  1085.06 1.0310e-13   1088.93 0 
  1095.10 1.2539e-13   1099.01 0 
  1105.23 1.2058e-13   1109.18 0 
  1115.46 1.1729e-13   1119.44 0 
  1125.78 1.0478e-13   1129.80 0 
  1136.20 1.2597e-13   1140.25 0 
  1144.07 1.1756e-13   1148.15 0 
  1154.66 1.2058e-13   1158.78 0 
  1165.34 1.2113e-13   1169.50 0 
  1176.13 8.4968e-14   1180.32 0 
  1184.28 1.1595e-13   1188.50 0 
  1195.24 9.2525e-14   1199.50 0 
  1206.30 7.5728e-14   1210.60 0 
  1214.66 5.7314e-14   1218.99 0 
  1225.90 8.9384e-14   1230.27 0 
  1234.39 1.1595e-13   1238.80 0 
  1245.82 1.2282e-13   1250.26 0 
  1254.45 1.1865e-13   1258.93 0 
  1266.06 1.0921e-13   1270.57 0 
  1274.84 1.2860e-13   1279.38 0 
  1283.67 1.3221e-13   1288.25 0 
  1295.55 1.1124e-13   1300.17 0 
  1304.53 1.1047e-13   1309.18 0 
  1313.57 1.2950e-13   1318.26 0 
  1325.73 1.2395e-13   1330.45 0 
  1334.92 1.1409e-13   1339.68 0 
  1344.17 1.2713e-13   1348.96 0 
  1353.49 1.2338e-13   1358.31 0 
  1366.01 1.1331e-13   1370.88 0 
  1375.48 1.1541e-13   1380.38 0 
  1385.01 1.1541e-13   1389.95 0 
  1394.61 9.4462e-14   1399.59 0 
  1404.28 9.4462e-14   1409.29 0 
  1414.01 1.0746e-13   1419.06 0 
  1423.82 1.0697e-13   1428.89 0 
  1433.69 1.0846e-13   1438.80 0 
  1443.62 1.1150e-13   1448.77 0 
  1446.95 1.1227e-13   1452.11 0 
  1453.63 1.0896e-13   1458.81 0 
  1463.71 1.0215e-13   1468.93 0 
  1473.85 1.0239e-13   1479.11 0 
  1484.07 1.0334e-13   1489.36 0 
  1494.36 1.0358e-13   1499.69 0 
  1504.71 9.8459e-14   1510.08 0 
  1511.66 9.0003e-14   1517.05 0 
  1518.64 9.4245e-14   1524.05 0 
  1525.65 9.2100e-14   1531.09 0 
  1536.22 8.0400e-14   1541.70 0 
  1543.31 8.0031e-14   1548.82 0 
  1554.01 7.7671e-14   1559.55 0 
