# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.09 1.0031e-16    100.23 0 
   101.95 1.1517e-16    102.09 0 
   104.09 1.2199e-16    104.23 0 
   106.02 1.3438e-16    106.17 0 
   108.00 1.4939e-16    108.14 0 
   110.00 2.0670e-16    110.15 0 
   113.87 2.4062e-16    114.02 0 
   117.87 2.6874e-16    118.03 0 
   120.89 6.6273e-16    121.06 0 
   125.14 7.4875e-16    125.31 0 
   126.88 7.8947e-16    127.06 0 
   128.06 8.1346e-16    128.23 0 
   131.04 8.7164e-16    131.22 0 
   131.95 9.6014e-16    132.13 0 
   134.09 9.9847e-16    134.28 0 
   136.90 1.1411e-15    137.09 0 
   140.09 1.2143e-15    140.28 0 
   143.02 1.9831e-15    143.22 0 
   147.03 3.1070e-15    147.23 0 
   151.15 3.3215e-15    151.36 0 
   155.03 3.5837e-15    155.24 0 
   159.00 3.8578e-15    159.22 0 
   161.96 4.0676e-15    162.18 0 
   166.11 4.3786e-15    166.34 0 
   169.98 4.6487e-15    170.22 0 
   173.14 4.8791e-15    173.38 0 
   177.18 5.1682e-15    177.42 0 
   180.06 5.3869e-15    180.30 0 
   182.14 5.5378e-15    182.39 0 
   185.95 5.8390e-15    186.21 0 
   191.16 6.1992e-15    191.43 0 
   193.82 6.4615e-15    194.09 0 
   197.88 6.7661e-15    198.15 0 
   202.03 7.0849e-15    202.30 0 
   204.84 7.3170e-15    205.12 0 
   210.09 7.4703e-15    210.38 0 
   215.98 8.1721e-15    216.27 0 
   219.99 8.5180e-15    220.29 0 
   223.05 8.6963e-15    223.36 0 
   227.20 9.0643e-15    227.51 0 
   229.83 1.3531e-14    230.14 0 
   234.10 2.2250e-14    234.42 0 
   240.11 2.9130e-14    240.44 0 
   246.27 2.7755e-14    246.60 0 
   252.00 2.9332e-14    252.35 0 
   257.28 2.3406e-14    257.63 0 
   260.26 2.8336e-14    260.62 0 
   263.88 2.9946e-14    264.24 0 
   268.79 2.9877e-14    269.15 0 
   273.78 2.9671e-14    274.16 0 
   278.87 2.9197e-14    279.25 0 
   284.06 2.9332e-14    284.45 0 
   290.01 2.7883e-14    290.40 0 
   296.08 2.7947e-14    296.48 0 
   300.89 2.6323e-14    301.30 0 
   307.90 2.6812e-14    308.32 0 
   317.98 2.7248e-14    318.42 0 
   327.65 2.6751e-14    328.10 0 
   338.38 2.5962e-14    338.84 0 
   347.86 2.5138e-14    348.34 0 
   356.78 2.4908e-14    357.27 0 
   365.94 2.4965e-14    366.44 0 
   375.32 2.4285e-14    375.84 0 
   384.95 2.2716e-14    385.48 0 
   394.83 2.3139e-14    395.37 0 
   404.95 2.2979e-14    405.51 0 
   414.39 2.2353e-14    414.95 0 
   422.09 2.1594e-14    422.67 0 
   429.94 2.0957e-14    430.53 0 
   440.97 2.0670e-14    441.57 0 
   451.24 2.0060e-14    451.86 0 
   459.63 1.9290e-14    460.26 0 
   470.33 1.8721e-14    470.98 0 
   480.18 1.8422e-14    480.84 0 
   490.24 1.7512e-14    490.91 0 
   500.50 1.7472e-14    501.19 0 
   506.30 1.6917e-14    506.99 0 
   512.16 1.7961e-14    512.86 0 
   520.48 1.7391e-14    521.19 0 
   530.16 1.6647e-14    530.88 0 
   540.02 1.5572e-14    540.75 0 
   550.06 1.5008e-14    550.81 0 
   560.28 1.5393e-14    561.05 0 
   569.39 1.5323e-14    570.16 0 
   579.97 1.4768e-14    580.76 0 
   589.39 1.4466e-14    590.20 0 
   600.35 1.3625e-14    601.17 0 
   610.11 1.2032e-14    610.94 0 
   620.02 1.3469e-14    620.87 0 
   630.10 1.2863e-14    630.96 0 
   640.33 1.2863e-14    641.21 0 
   650.74 1.2426e-14    651.63 0 
   658.27 1.1922e-14    659.17 0 
   664.36 1.2060e-14    665.27 0 
   675.16 1.1894e-14    676.08 0 
   684.55 1.1152e-14    685.49 0 
   695.67 1.1307e-14    696.63 0 
   705.35 1.0479e-14    706.32 0 
   716.81 1.0848e-14    717.79 0 
   726.79 1.0625e-14    727.78 0 
   735.20 1.0431e-14    736.21 0 
   745.43 1.0100e-14    746.45 0 
   755.80 9.8251e-15    756.83 0 
   764.55 8.9194e-15    765.60 0 
   775.19 9.4045e-15    776.25 0 
   784.16 8.9606e-15    785.24 0 
   795.07 8.9606e-15    796.16 0 
   804.28 8.8580e-15    805.38 0 
   815.47 8.6963e-15    816.58 0 
   824.91 8.5573e-15    826.04 0 
   834.46 7.7685e-15    835.60 0 
   844.12 8.1721e-15    845.28 0 
   855.87 7.9677e-15    857.04 0 
   865.78 7.8947e-15    866.96 0 
   875.80 7.7506e-15    877.00 0 
   885.94 7.6091e-15    887.16 0 
   894.14 7.4703e-15    895.36 0 
   904.50 7.2834e-15    905.73 0 
   914.97 7.1835e-15    916.22 0 
   925.56 1.2060e-14    926.83 0 
   934.13 1.7035e-14    935.41 0 
   944.94 2.1844e-14    946.24 0 
   955.89 2.4453e-14    957.19 0 
   964.73 2.6323e-14    966.05 0 
   975.90 1.3815e-14    977.24 0 
   984.93 2.3192e-14    986.28 0 
   994.05 2.2148e-14    995.41 0 
  1005.56 2.5429e-14   1006.93 0 
  1014.86 2.5080e-14   1016.25 0 
  1024.25 1.6193e-14   1025.65 0 
  1036.11 2.1945e-14   1037.53 0 
  1045.70 2.8011e-14   1047.13 0 
  1055.37 2.7123e-14   1056.82 0 
  1065.14 2.3952e-14   1066.60 0 
  1074.99 2.5606e-14   1076.47 0 
  1084.94 2.1694e-14   1086.43 0 
  1094.98 2.5606e-14   1096.48 0 
  1105.11 2.4453e-14   1106.62 0 
  1115.34 2.3897e-14   1116.86 0 
  1125.66 2.1744e-14   1127.20 0 
  1136.07 2.4285e-14   1137.63 0 
  1143.95 2.3032e-14   1145.51 0 
  1154.53 2.3085e-14   1156.11 0 
  1165.22 2.2926e-14   1166.81 0 
  1176.00 1.7674e-14   1177.61 0 
  1184.15 2.1794e-14   1185.77 0 
  1195.11 1.8851e-14   1196.74 0 
  1206.16 1.6231e-14   1207.81 0 
  1214.52 1.1650e-14   1216.19 0 
  1225.76 1.7838e-14   1227.44 0 
  1234.26 2.0717e-14   1235.95 0 
  1245.68 2.1249e-14   1247.38 0 
  1254.31 2.0717e-14   1256.03 0 
  1265.92 1.9649e-14   1267.65 0 
  1274.69 2.1347e-14   1276.44 0 
  1283.53 2.1445e-14   1285.29 0 
  1295.41 1.8938e-14   1297.18 0 
  1304.39 1.8851e-14   1306.17 0 
  1316.46 2.0717e-14   1318.26 0 
  1325.58 1.9876e-14   1327.39 0 
  1334.77 1.8550e-14   1336.60 0 
  1344.02 1.9876e-14   1345.86 0 
  1356.46 1.9379e-14   1358.31 0 
  1365.86 1.8127e-14   1367.73 0 
  1375.33 1.8127e-14   1377.21 0 
