# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.03 1.9097e-21    100.23 0 
   101.89 2.7731e-21    102.09 0 
   104.02 3.6641e-21    104.23 0 
   105.96 4.9200e-21    106.17 0 
   107.93 6.7292e-21    108.14 0 
   109.93 1.0303e-20    110.15 0 
   114.06 1.6903e-20    114.29 0 
   118.07 2.5940e-20    118.30 0 
   121.09 1.0567e-19    121.34 0 
   125.06 1.4824e-19    125.31 0 
   127.09 1.7020e-19    127.35 0 
   127.97 1.8534e-19    128.23 0 
   130.96 2.2283e-19    131.22 0 
   131.86 2.7100e-19    132.13 0 
   134.01 3.0406e-19    134.28 0 
   137.13 4.1588e-19    137.40 0 
   140.00 4.8861e-19    140.28 0 
   142.93 1.4996e-18    143.22 0 
   146.93 4.1972e-18    147.23 0 
   151.05 4.8974e-18    151.36 0 
   154.93 5.7407e-18    155.24 0 
   158.90 6.7292e-18    159.22 0 
   161.85 7.5156e-18    162.18 0 
   166.01 8.8098e-18    166.34 0 
   169.87 1.0068e-17    170.22 0 
   173.03 1.1142e-17    173.38 0 
   177.06 1.2646e-17    177.42 0 
   179.94 1.3835e-17    180.30 0 
   182.02 1.4722e-17    182.39 0 
   185.83 1.6518e-17    186.21 0 
   191.04 1.8965e-17    191.43 0 
   194.14 2.0700e-17    194.54 0 
   198.21 2.2854e-17    198.61 0 
   201.89 2.5349e-17    202.30 0 
   205.17 2.7288e-17    205.59 0 
   209.95 2.9306e-17    210.38 0 
   215.84 3.4992e-17    216.27 0 
   219.85 3.8368e-17    220.29 0 
   222.91 4.0268e-17    223.36 0 
   227.05 4.4153e-17    227.51 0 
   230.21 6.9018e-17    230.67 0 
   233.95 1.2133e-16    234.42 0 
   239.95 1.5739e-16    240.44 0 
   246.11 1.5702e-16    246.60 0 
   251.84 1.7497e-16    252.35 0 
   257.11 1.5416e-16    257.63 0 
   260.09 1.8070e-16    260.62 0 
   263.71 1.9497e-16    264.24 0 
   269.23 2.0182e-16    269.77 0 
   274.24 2.0747e-16    274.79 0 
   278.69 2.1427e-16    279.25 0 
   283.87 2.2078e-16    284.45 0 
   289.82 2.1775e-16    290.40 0 
   295.89 2.2907e-16    296.48 0 
   300.69 2.3279e-16    301.30 0 
   307.70 2.4376e-16    308.32 0 
   317.78 2.5940e-16    318.42 0 
   328.19 2.7037e-16    328.85 0 
   338.16 2.7795e-16    338.84 0 
   347.63 2.8508e-16    348.34 0 
   357.37 2.9105e-16    358.10 0 
   365.70 2.9920e-16    366.44 0 
   375.08 3.0336e-16    375.84 0 
   384.70 2.9920e-16    385.48 0 
   394.57 3.1258e-16    395.37 0 
   404.69 3.1913e-16    405.51 0 
   414.12 3.2134e-16    414.95 0 
   421.82 3.2060e-16    422.67 0 
   429.66 3.2134e-16    430.53 0 
   440.68 3.2506e-16    441.57 0 
   450.94 3.2357e-16    451.86 0 
   460.39 3.2282e-16    461.32 0 
   470.03 3.2282e-16    470.98 0 
   479.87 3.2506e-16    480.84 0 
   489.92 3.1986e-16    490.91 0 
   500.18 3.2357e-16    501.19 0 
   505.97 3.2060e-16    506.99 0 
   511.83 3.5234e-16    512.86 0 
   520.14 3.5397e-16    521.19 0 
   529.81 3.5234e-16    530.88 0 
   539.66 3.4353e-16    540.75 0 
   549.70 3.6388e-16    550.81 0 
   559.92 3.8191e-16    561.05 0 
   570.33 4.0083e-16    571.48 0 
   579.59 3.9081e-16    580.76 0 
   590.37 4.2166e-16    591.56 0 
   599.96 4.2361e-16    601.17 0 
   609.71 4.2458e-16    610.94 0 
   619.62 4.8302e-16    620.87 0 
   629.68 5.0115e-16    630.96 0 
   639.92 5.0346e-16    641.21 0 
   650.31 5.4071e-16    651.63 0 
   657.84 5.6489e-16    659.17 0 
   665.46 5.8609e-16    666.81 0 
   674.72 5.8474e-16    676.08 0 
   685.68 5.7805e-16    687.07 0 
   695.22 6.9978e-16    696.63 0 
   704.89 6.7603e-16    706.32 0 
   716.35 7.7084e-16    717.79 0 
   726.31 7.9793e-16    727.78 0 
   734.72 8.2597e-16    736.21 0 
   744.94 9.1826e-16    746.45 0 
   755.31 9.7491e-16    756.83 0 
   765.81 1.0138e-15    767.36 0 
