# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.01 1.4783e-18    100.46 0 
   102.10 1.8104e-18    102.57 0 
   104.00 2.0406e-18    104.47 0 
   105.94 2.3865e-18    106.41 0 
   107.90 2.8104e-18    108.39 0 
   109.91 4.0623e-18    110.41 0 
   114.04 5.2453e-18    114.55 0 
   118.04 6.4531e-18    118.58 0 
   121.07 1.7489e-17    121.62 0 
   125.04 2.1417e-17    125.60 0 
   127.07 2.3376e-17    127.64 0 
   127.95 2.4591e-17    128.53 0 
   130.93 2.7718e-17    131.52 0 
   132.14 3.1244e-17    132.74 0 
   133.98 3.3633e-17    134.59 0 
   137.10 4.0529e-17    137.72 0 
   139.97 4.5161e-17    140.60 0 
   142.90 8.1615e-17    143.55 0 
   146.91 1.4150e-16    147.57 0 
   151.02 1.5914e-16    151.71 0 
   154.90 1.7979e-16    155.60 0 
   158.87 2.0313e-16    159.59 0 
   161.82 2.2170e-16    162.55 0 
   165.97 2.4875e-16    166.72 0 
   169.84 2.7464e-16    170.61 0 
   173.00 2.9769e-16    173.78 0 
   177.03 3.2717e-16    177.83 0 
   179.90 3.5056e-16    180.72 0 
   181.99 3.6709e-16    182.81 0 
   185.80 4.0065e-16    186.64 0 
   191.00 4.4439e-16    191.87 0 
   194.11 4.7399e-16    194.98 0 
   198.17 5.1141e-16    199.07 0 
   201.86 5.5178e-16    202.77 0 
   205.14 5.8313e-16    206.06 0 
   209.91 6.1627e-16    210.86 0 
   215.79 7.0270e-16    216.77 0 
   219.81 7.5295e-16    220.80 0 
   222.86 7.8301e-16    223.87 0 
   227.01 8.3516e-16    228.03 0 
   230.17 1.2699e-15    231.21 0 
   233.91 2.1368e-15    234.96 0 
   239.91 2.8891e-15    240.99 0 
   246.06 2.8429e-15    247.17 0 
   251.79 3.1029e-15    252.93 0 
   257.06 2.5455e-15    258.23 0 
   260.04 3.1244e-15    261.22 0 
   264.27 3.3711e-15    265.46 0 
   269.18 3.4417e-15    270.40 0 
   274.18 3.4976e-15    275.42 0 
   279.28 3.5218e-15    280.54 0 
   283.82 3.6122e-15    285.10 0 
   289.76 3.5218e-15    291.07 0 
   295.83 3.6122e-15    297.17 0 
   301.33 3.4815e-15    302.69 0 
   308.35 3.6288e-15    309.74 0 
   317.72 3.8262e-15    319.15 0 
   328.13 3.8884e-15    329.61 0 
   338.10 3.8973e-15    339.63 0 
   348.37 3.8973e-15    349.95 0 
   357.31 3.9607e-15    358.92 0 
   365.63 4.0810e-15    367.28 0 
   375.01 4.0716e-15    376.70 0 
   384.63 3.9063e-15    386.37 0 
   395.40 4.0810e-15    397.19 0 
   404.61 4.1569e-15    406.44 0 
   414.04 4.1283e-15    415.91 0 
   421.74 4.0529e-15    423.64 0 
   429.58 3.9973e-15    431.52 0 
   440.60 4.0436e-15    442.59 0 
   450.86 3.9973e-15    452.90 0 
   460.30 3.9063e-15    462.38 0 
   469.94 3.8705e-15    472.06 0 
   479.78 3.8794e-15    481.95 0 
   489.82 3.7477e-15    492.04 0 
   500.08 3.8086e-15    502.34 0 
   505.87 3.7134e-15    508.16 0 
   511.73 3.9789e-15    514.04 0 
   520.04 3.9063e-15    522.40 0 
   529.71 3.7911e-15    532.11 0 
   539.56 3.5873e-15    542.00 0 
   549.59 3.5056e-15    552.08 0 
   559.81 3.6456e-15    562.34 0 
   570.22 3.6793e-15    572.80 0 
   579.48 3.5956e-15    582.10 0 
   590.26 3.5626e-15    592.93 0 
   599.85 3.3944e-15    602.56 0 
   609.59 3.0183e-15    612.35 0 
   619.50 3.4258e-15    622.30 0 
   629.56 3.3172e-15    632.41 0 
   639.79 3.3556e-15    642.69 0 
   650.19 3.2641e-15    653.13 0 
   657.72 3.1606e-15    660.69 0 
   665.33 3.2194e-15    668.34 0 
   674.59 3.2119e-15    677.64 0 
   685.55 3.0323e-15    688.65 0 
   695.09 3.1029e-15    698.23 0 
   704.76 2.8958e-15    707.95 0 
   716.21 3.0253e-15    719.45 0 
   726.17 2.9907e-15    729.46 0 
   734.58 2.9564e-15    737.90 0 
   744.80 2.8825e-15    748.17 0 
   755.16 2.8299e-15    758.58 0 
   765.67 2.5749e-15    769.13 0 
   774.53 2.7464e-15    778.04 0 
   785.31 2.6228e-15    788.86 0 
   794.40 2.6471e-15    797.99 0 
   805.45 2.6349e-15    809.10 0 
   814.78 2.5988e-15    818.46 0 
   824.21 2.5749e-15    827.94 0 
   835.68 2.3484e-15    839.46 0 
   845.36 2.4875e-15    849.18 0 
   855.15 2.4365e-15    859.01 0 
   865.05 2.4253e-15    868.96 0 
   875.06 2.3976e-15    879.02 0 
   885.20 2.3592e-15    889.20 0 
   895.45 2.3322e-15    899.50 0 
   905.82 2.2791e-15    909.91 0 
   914.20 2.2739e-15    918.33 0 
   924.78 3.7134e-15    928.97 0 
   935.49 5.1733e-15    939.72 0 
   944.15 6.4531e-15    948.42 0 
   955.08 7.1083e-15    959.40 0 
   963.92 7.5992e-15    968.28 0 
   975.08 4.3030e-15    979.49 0 
   984.10 6.6339e-15    988.55 0 
   995.50 6.3646e-15   1000.00 0 
  1004.71 7.2238e-15   1009.25 0 
  1014.00 7.2572e-15   1018.59 0 
  1025.75 4.9519e-15   1030.39 0 
  1035.24 6.5278e-15   1039.92 0 
  1044.82 8.0310e-15   1049.54 0 
  1054.48 7.7941e-15   1059.25 0 
  1064.24 6.9465e-15   1069.05 0 
  1074.09 7.3751e-15   1078.95 0 
  1084.03 6.2772e-15   1088.93 0 
  1094.06 7.4262e-15   1099.01 0 
  1104.18 7.1083e-15   1109.18 0 
  1114.40 6.9625e-15   1119.44 0 
  1124.71 6.3499e-15   1129.80 0 
  1135.12 7.0757e-15   1140.25 0 
  1145.62 6.7728e-15   1150.80 0 
  1156.22 6.7728e-15   1161.45 0 
  1164.23 6.7107e-15   1169.50 0 
  1175.01 5.2212e-15   1180.32 0 
  1185.88 6.4383e-15   1191.24 0 
  1194.10 5.7117e-15   1199.50 0 
  1205.15 5.0092e-15   1210.60 0 
  1216.30 3.7391e-15   1221.80 0 
  1224.73 5.5561e-15   1230.27 0 
  1236.06 6.2484e-15   1241.65 0 
  1244.63 6.3646e-15   1250.26 0 
  1256.15 6.2054e-15   1261.83 0 
  1264.85 5.9947e-15   1270.57 0 
  1273.62 6.3939e-15   1279.38 0 
  1285.41 6.4087e-15   1291.22 0 
  1294.32 5.6986e-15   1300.17 0 
  1306.29 5.7117e-15   1312.20 0 
  1315.35 6.2340e-15   1321.30 0 
  1324.46 5.9947e-15   1330.45 0 
  1333.64 5.6204e-15   1339.68 0 
  1345.98 6.0085e-15   1352.07 0 
  1355.31 5.8718e-15   1361.44 0 
  1364.71 5.5178e-15   1370.88 0 
  1374.17 5.5051e-15   1380.38 0 
  1383.69 5.4798e-15   1389.95 0 
  1396.50 4.5790e-15   1402.81 0 
  1406.18 4.5058e-15   1412.54 0 
  1415.92 5.1733e-15   1422.33 0 
  1425.74 5.0555e-15   1432.19 0 
  1435.62 5.1495e-15   1442.12 0 
  1442.25 5.1972e-15   1448.77 0 
  1445.57 5.1733e-15   1452.11 0 
  1455.59 5.0439e-15   1462.18 0 
  1465.68 4.8280e-15   1472.31 0 
  1475.84 4.8169e-15   1482.52 0 
  1486.07 4.8280e-15   1492.79 0 
  1496.37 4.7618e-15   1503.14 0 
  1503.28 4.5790e-15   1510.08 0 
  1513.70 4.2832e-15   1520.55 0 
  1517.19 4.3931e-15   1524.05 0 
  1524.19 4.3628e-15   1531.09 0 
  1534.76 3.9334e-15   1541.70 0 
  1545.40 3.7477e-15   1552.39 0 
  1556.11 3.6878e-15   1563.15 0 
  1563.29 3.9063e-15   1570.36 0 
  1574.13 4.0623e-15   1581.25 0 
  1585.04 4.0999e-15   1592.21 0 
  1596.03 4.1093e-15   1603.25 0 
  1603.39 3.9973e-15   1610.65 0 
  1614.51 3.9516e-15   1621.81 0 
  1625.70 3.8705e-15   1633.05 0 
  1633.20 3.9789e-15   1640.59 0 
  1644.52 3.9516e-15   1651.96 0 
  1655.92 3.8616e-15   1663.41 0 
  1663.57 3.9698e-15   1671.09 0 
  1671.24 3.7219e-15   1678.80 0 
  1675.10 4.0343e-15   1682.67 0 
  1686.71 4.0250e-15   1694.34 0 
  1694.49 3.8705e-15   1702.16 0 
  1706.24 3.7737e-15   1713.96 0 
  1714.12 3.6288e-15   1721.87 0 
  1726.00 3.5956e-15   1733.80 0 
  1733.96 3.7477e-15   1741.81 0 
  1745.98 3.6793e-15   1753.88 0 
  1754.04 3.7911e-15   1761.98 0 
  1766.20 3.6122e-15   1774.19 0 
  1774.35 3.5956e-15   1782.38 0 
  1786.65 3.6624e-15   1794.73 0 
  1794.90 3.7999e-15   1803.02 0 
  1803.18 3.7911e-15   1811.34 0 
  1815.68 3.5544e-15   1823.90 0 
  1824.06 3.6288e-15   1832.31 0 
  1836.71 3.5544e-15   1845.02 0 
  1845.19 3.2491e-15   1853.53 0 
  1853.70 3.3402e-15   1862.09 0 
  1866.55 3.4976e-15   1874.99 0 
  1875.17 3.6122e-15   1883.65 0 
  1883.82 3.4180e-15   1892.34 0 
  1896.88 3.4180e-15   1905.46 0 
  1905.64 3.5299e-15   1914.26 0 
  1914.43 3.4655e-15   1923.09 0 
  1923.27 3.2717e-15   1931.97 0 
  1936.60 3.1244e-15   1945.36 0 
  1945.54 3.6205e-15   1954.34 0 
  1954.52 3.4735e-15   1963.36 0 
  1968.07 3.8350e-15   1976.97 0 
  1977.15 3.7564e-15   1986.10 0 
  1986.28 3.8086e-15   1995.26 0 
  1995.45 3.8174e-15   2004.47 0 
  2004.66 3.7999e-15   2013.72 0 
  2013.91 3.8439e-15   2023.02 0 
  2023.21 3.6205e-15   2032.36 0 
  2037.23 3.9153e-15   2046.45 0 
  2046.63 4.1569e-15   2055.89 0 
  2056.08 3.8794e-15   2065.38 0 
  2065.57 3.8794e-15   2074.91 0 
  2075.11 4.3228e-15   2084.49 0 
  2079.89 5.7912e-15   2089.30 0 
  2084.68 6.6339e-15   2094.11 0 
  2094.31 6.1769e-15   2103.78 0 
  2103.97 6.0224e-15   2113.49 0 
  2113.68 6.6645e-15   2123.24 0 
