# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.08 2.3363e-20    102.33 0 
   103.98 3.0236e-20    104.23 0 
   105.91 3.9767e-20    106.17 0 
   107.88 5.3275e-20    108.14 0 
   109.89 7.9896e-20    110.15 0 
   114.01 1.2663e-19    114.29 0 
   118.02 1.8773e-19    118.30 0 
   121.05 7.3371e-19    121.34 0 
   125.01 1.0012e-18    125.31 0 
   127.04 1.1338e-18    127.35 0 
   127.92 1.2261e-18    128.23 0 
   130.90 1.4472e-18    131.22 0 
   132.11 1.7479e-18    132.43 0 
   133.95 1.9343e-18    134.28 0 
   137.07 2.5973e-18    137.40 0 
   139.94 3.0028e-18    140.28 0 
   142.87 8.9645e-18    143.22 0 
   146.88 2.4747e-17    147.23 0 
   150.99 2.8218e-17    151.36 0 
   154.86 3.2473e-17    155.24 0 
   158.84 3.7370e-17    159.22 0 
   162.16 4.1260e-17    162.55 0 
   165.94 4.7482e-17    166.34 0 
   170.20 5.3398e-17    170.61 0 
   172.96 5.8415e-17    173.38 0 
   176.99 6.5242e-17    177.42 0 
   179.87 7.0555e-17    180.30 0 
   181.95 7.4563e-17    182.39 0 
   186.19 8.2514e-17    186.64 0 
   190.96 9.3224e-17    191.43 0 
   194.07 1.0082e-16    194.54 0 
   198.13 1.1003e-16    198.61 0 
   201.81 1.2065e-16    202.30 0 
   205.09 1.2868e-16    205.59 0 
   209.87 1.3600e-16    210.38 0 
   216.25 1.6015e-16    216.77 0 
   219.76 1.7359e-16    220.29 0 
   222.82 1.8094e-16    223.36 0 
   226.96 1.9612e-16    227.51 0 
   230.12 3.0727e-16    230.67 0 
   233.86 5.4016e-16    234.42 0 
   239.85 6.8790e-16    240.44 0 
   246.01 6.7846e-16    246.60 0 
   251.74 7.4392e-16    252.35 0 
   257.01 6.4942e-16    257.63 0 
   259.98 7.5601e-16    260.62 0 
   264.21 8.1008e-16    264.85 0 
   269.12 8.2895e-16    269.77 0 
   274.12 8.4630e-16    274.79 0 
   279.22 8.6402e-16    279.90 0 
   283.76 8.8212e-16    284.45 0 
   289.70 8.6204e-16    290.40 0 
   295.77 8.9645e-16    296.48 0 
   301.26 9.0474e-16    302.00 0 
   308.28 9.3654e-16    309.03 0 
   317.65 9.8294e-16    318.42 0 
   328.06 1.0082e-15    328.85 0 
   338.02 1.0245e-15    338.84 0 
   348.30 1.0364e-15    349.14 0 
   357.23 1.0484e-15    358.10 0 
   366.39 1.0630e-15    367.28 0 
   374.93 1.0679e-15    375.84 0 
   385.43 1.0412e-15    386.37 0 
   395.32 1.0753e-15    396.28 0 
   405.46 1.0803e-15    406.44 0 
   413.95 1.0778e-15    414.95 0 
   421.65 1.0704e-15    422.67 0 
   430.48 1.0654e-15    431.52 0 
   440.50 1.0654e-15    441.57 0 
   450.76 1.0508e-15    451.86 0 
   460.20 1.0436e-15    461.32 0 
   469.84 1.0340e-15    470.98 0 
   479.68 1.0293e-15    480.84 0 
   489.72 1.0105e-15    490.91 0 
   499.97 1.0082e-15    501.19 0 
   505.76 9.9891e-16    506.99 0 
   511.62 1.0340e-15    512.86 0 
   519.93 1.0269e-15    521.19 0 
   529.60 1.0105e-15    530.88 0 
   539.45 9.8294e-16    540.75 0 
   549.48 9.8294e-16    550.81 0 
   559.69 9.9661e-16    561.05 0 
   570.10 1.0058e-15    571.48 0 
   579.36 9.8294e-16    580.76 0 
   590.13 9.9661e-16    591.56 0 
   599.72 9.7393e-16    601.17 0 
   609.46 8.9645e-16    610.94 0 
   619.37 1.0082e-15    620.87 0 
   629.43 1.0012e-15    630.96 0 
   639.66 1.0082e-15    641.21 0 
   650.05 1.0175e-15    651.63 0 
   657.58 1.0128e-15    659.17 0 
   665.19 1.0364e-15    666.81 0 
   674.45 1.0436e-15    676.08 0 
   685.41 1.0105e-15    687.07 0 
   694.94 1.0928e-15    696.63 0 
   704.61 1.0436e-15    706.32 0 
   716.06 1.1390e-15    717.79 0 
   726.02 1.1575e-15    727.78 0 
   734.43 1.1763e-15    736.21 0 
   744.64 1.2149e-15    746.45 0 
   755.00 1.2460e-15    756.83 0 
   765.51 1.2065e-15    767.36 0 
   774.37 1.3290e-15    776.25 0 
   785.14 1.3413e-15    787.05 0 
   794.23 1.4045e-15    796.16 0 
   805.28 1.4539e-15    807.24 0 
   814.61 1.4946e-15    816.58 0 
   825.94 1.5759e-15    827.94 0 
   835.50 1.3789e-15    837.53 0 
   845.18 1.6464e-15    847.23 0 
   854.96 1.6808e-15    857.04 0 
   864.86 1.7763e-15    866.96 0 
   874.88 1.8643e-15    877.00 0 
   885.01 1.9657e-15    887.16 0 
   895.26 2.0489e-15    897.43 0 
   905.62 2.0679e-15    907.82 0 
   914.00 2.6395e-15    916.22 0 
   924.59 1.2149e-14    926.83 0 
   935.29 2.5324e-14    937.56 0 
   943.95 4.6508e-14    946.24 0 
   954.88 6.5092e-14    957.19 0 
   965.94 7.3034e-14    968.28 0 
   974.87 1.3290e-14    977.24 0 
   983.89 6.1028e-14    986.28 0 
   995.29 6.4942e-14    997.70 0 
  1004.50 9.5395e-14   1006.93 0 
  1016.13 9.2582e-14   1018.59 0 
  1025.53 4.1930e-14   1028.02 0 
  1035.02 6.5845e-14   1037.53 0 
  1044.60 1.2460e-13   1047.13 0 
  1054.26 1.2205e-13   1056.82 0 
  1064.02 9.6278e-14   1066.60 0 
  1073.86 1.1495e-13   1076.47 0 
  1083.80 9.1102e-14   1086.43 0 
  1093.83 1.2121e-13   1096.48 0 
  1103.95 1.1629e-13   1106.62 0 
  1114.16 1.1182e-13   1116.86 0 
  1124.47 9.9891e-14   1127.20 0 
  1134.88 1.2809e-13   1137.63 0 
  1145.38 1.1655e-13   1148.15 0 
  1155.97 1.2403e-13   1158.78 0 
  1163.99 1.2750e-13   1166.81 0 
  1174.76 8.7202e-14   1177.61 0 
  1185.63 1.2403e-13   1188.50 0 
  1193.85 8.6801e-14   1196.74 0 
  1204.89 6.3318e-14   1207.81 0 
  1216.04 4.4517e-14   1218.99 0 
  1224.47 8.6602e-14   1227.44 0 
  1235.80 1.2898e-13   1238.80 0 
  1244.37 1.4110e-13   1247.38 0 
  1255.88 1.3506e-13   1258.93 0 
  1264.58 1.1709e-13   1267.65 0 
  1276.29 1.5015e-13   1279.38 0 
  1285.13 1.5723e-13   1288.25 0 
  1294.04 1.2432e-13   1297.18 0 
  1306.02 1.2346e-13   1309.18 0 
  1315.07 1.5436e-13   1318.26 0 
  1324.18 1.4775e-13   1327.39 0 
  1336.44 1.3138e-13   1339.68 0 
  1345.70 1.5579e-13   1348.96 0 
  1355.03 1.5084e-13   1358.31 0 
  1364.42 1.3506e-13   1367.73 0 
  1373.88 1.4143e-13   1377.21 0 
  1386.59 1.4273e-13   1389.95 0 
  1396.20 1.2177e-13   1399.59 0 
  1405.88 1.2605e-13   1409.29 0 
  1415.62 1.3259e-13   1419.06 0 
  1425.44 1.3568e-13   1428.89 0 
  1435.32 1.3568e-13   1438.80 0 
  1441.94 1.4273e-13   1445.44 0 
  1448.60 1.4505e-13   1452.11 0 
  1455.29 1.4078e-13   1458.81 0 
  1465.37 1.3017e-13   1468.93 0 
  1475.53 1.3017e-13   1479.11 0 
  1485.76 1.3259e-13   1489.36 0 
  1496.06 1.3475e-13   1499.69 0 
  1506.43 1.2750e-13   1510.08 0 
  1513.38 1.1390e-13   1517.05 0 
  1516.87 1.2149e-13   1520.55 0 
  1523.87 1.1818e-13   1527.57 0 
  1534.43 1.0245e-13   1538.15 0 
  1545.07 1.1003e-13   1548.82 0 
  1555.78 1.0484e-13   1559.55 0 
  1566.56 1.0852e-13   1570.36 0 
  1573.79 1.1602e-13   1577.61 0 
  1584.70 1.2149e-13   1588.55 0 
  1595.69 1.2374e-13   1599.56 0 
  1606.75 1.2149e-13   1610.65 0 
  1614.17 1.2177e-13   1618.08 0 
  1625.35 1.1575e-13   1629.30 0 
  1636.62 1.2318e-13   1640.59 0 
  1644.18 1.2489e-13   1648.16 0 
  1655.57 1.1655e-13   1659.59 0 
  1663.21 1.2634e-13   1667.25 0 
  1670.89 1.1338e-13   1674.94 0 
  1678.60 1.2780e-13   1682.67 0 
  1686.35 1.3259e-13   1690.44 0 
  1694.14 1.2460e-13   1698.24 0 
  1705.88 1.2010e-13   1710.02 0 
  1713.75 1.1390e-13   1717.91 0 
  1725.63 1.1312e-13   1729.82 0 
  1733.60 1.2065e-13   1737.80 0 
  1745.61 1.1818e-13   1749.85 0 
  1753.67 1.2518e-13   1757.92 0 
  1765.83 1.1575e-13   1770.11 0 
  1773.98 1.1763e-13   1778.28 0 
  1786.27 1.2010e-13   1790.61 0 
  1794.52 1.2780e-13   1798.87 0 
  1806.96 1.2692e-13   1811.34 0 
  1815.30 1.1709e-13   1819.70 0 
  1823.68 1.1982e-13   1828.10 0 
  1836.32 1.1549e-13   1840.77 0 
  1844.79 1.0630e-13   1849.27 0 
  1853.31 1.0704e-13   1857.80 0 
  1866.16 1.1054e-13   1870.68 0 
  1874.77 1.1872e-13   1879.32 0 
  1883.42 1.0953e-13   1887.99 0 
  1896.48 1.0557e-13   1901.08 0 
  1905.23 1.1182e-13   1909.85 0 
  1914.03 1.0778e-13   1918.67 0 
  1922.86 1.0484e-13   1927.53 0 
  1936.19 1.0803e-13   1940.89 0 
  1945.13 1.1364e-13   1949.84 0 
  1954.11 1.0605e-13   1958.84 0 
  1967.65 1.1629e-13   1972.42 0 
  1976.73 1.1899e-13   1981.53 0 
  1985.86 1.1338e-13   1990.67 0 
  1995.02 1.1054e-13   1999.86 0 
  2004.23 1.1364e-13   2009.09 0 
  2013.48 1.1029e-13   2018.37 0 
  2022.78 1.1443e-13   2027.68 0 
  2036.80 1.0953e-13   2041.74 0 
  2046.20 1.1364e-13   2051.16 0 
  2055.64 1.0679e-13   2060.63 0 
  2065.13 1.0803e-13   2070.14 0 
  2074.67 1.1682e-13   2079.70 0 
  2079.45 1.1575e-13   2084.49 0 
  2084.24 1.2205e-13   2089.30 0 
  2093.86 1.1549e-13   2098.94 0 
  2103.53 1.1549e-13   2108.63 0 
  2113.24 1.1790e-13   2118.36 0 
  2122.99 1.1763e-13   2128.14 0 
  2132.79 1.1029e-13   2137.96 0 
  2142.63 1.1469e-13   2147.83 0 
  2152.52 1.1872e-13   2157.74 0 
  2167.44 1.1390e-13   2172.70 0 
  2177.45 1.1338e-13   2182.73 0 
  2187.50 1.1443e-13   2192.81 0 
  2192.54 1.1872e-13   2197.86 0 
  2202.66 1.1549e-13   2208.01 0 
  2212.83 1.0778e-13   2218.20 0 
  2223.04 1.0654e-13   2228.44 0 
  2233.30 1.1575e-13   2238.72 0 
  2243.61 1.1131e-13   2249.05 0 
  2253.97 1.0388e-13   2259.44 0 
  2264.37 1.0532e-13   2269.86 0 
  2274.83 1.0877e-13   2280.34 0 
  2285.33 1.1443e-13   2290.87 0 
  2295.87 1.0606e-13   2301.44 0 
  2306.47 1.0980e-13   2312.07 0 
  2317.12 1.0343e-13   2322.74 0 
  2322.46 8.3502e-14   2328.09 0 
  2333.18 9.3274e-14   2338.84 0 
  2343.95 8.8070e-14   2349.63 0 
  2354.77 9.9287e-14   2360.48 0 
  2365.64 8.8096e-14   2371.37 0 
  2376.56 9.2050e-14   2382.32 0 
  2387.53 8.3002e-14   2393.32 0 
  2393.03 8.8741e-14   2398.83 0 
  2404.08 8.5939e-14   2409.91 0 
  2415.17 8.8973e-14   2421.03 0 
  2426.32 9.9157e-14   2432.20 0 
  2437.52 9.6248e-14   2443.43 0 
  2443.14 1.0290e-13   2449.06 0 
  2454.42 1.0292e-13   2460.37 0 
  2465.74 9.9899e-14   2471.72 0 
  2477.13 9.5418e-14   2483.13 0 
  2482.84 9.1763e-14   2488.86 0 
  2494.30 8.6643e-14   2500.35 0 
  2505.81 1.0299e-13   2511.89 0 
  2511.59 8.3915e-14   2517.68 0 
  2517.38 8.4698e-14   2523.48 0 
  2523.18 8.2777e-14   2529.30 0 
  2534.83 8.7696e-14   2540.97 0 
  2546.53 8.7307e-14   2552.70 0 
  2552.40 1.0002e-13   2558.59 0 
  2564.18 9.3145e-14   2570.40 0 
  2576.01 1.0051e-13   2582.26 0 
  2587.90 9.7342e-14   2594.18 0 
  2593.87 9.4479e-14   2600.16 0 
  2605.84 8.9827e-14   2612.16 0 
  2617.87 8.7595e-14   2624.22 0 
  2623.91 9.4955e-14   2630.27 0 
  2636.02 1.0779e-13   2642.41 0 
  2642.09 1.2377e-13   2648.50 0 
  2654.29 1.3668e-13   2660.72 0 
  2666.54 1.1240e-13   2673.01 0 
