# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.09 1.0440e-27    100.93 0 
   101.95 1.6971e-27    102.80 0 
   104.09 2.4986e-27    104.95 0 
   106.02 3.7558e-27    106.91 0 
   107.99 5.6977e-27    108.89 0 
   110.00 1.0086e-26    110.92 0 
   114.13 2.0356e-26    115.08 0 
   117.87 3.7905e-26    118.85 0 
   120.89 1.5948e-25    121.90 0 
   125.14 2.7650e-25    126.18 0 
   126.88 3.5294e-25    127.94 0 
   128.05 4.0429e-25    129.12 0 
   131.04 5.6977e-25    132.13 0 
   131.94 7.1072e-25    133.05 0 
   134.09 8.7841e-25    135.21 0 
   136.90 1.3511e-24    138.04 0 
   140.09 1.8310e-24    141.25 0 
   143.02 4.9969e-24    144.21 0 
   147.03 1.3668e-23    148.25 0 
   151.14 1.9173e-23    152.41 0 
   155.02 2.6959e-23    156.31 0 
   159.00 3.7644e-23    160.32 0 
   161.95 4.7610e-23    163.31 0 
   166.11 6.5268e-23    167.49 0 
   169.98 8.6636e-23    171.40 0 
   173.14 1.0732e-22    174.58 0 
   177.17 1.4018e-22    178.65 0 
   180.05 1.6971e-22    181.55 0 
   182.13 1.9262e-22    183.65 0 
   185.95 2.4643e-22    187.50 0 
   191.16 3.2938e-22    192.75 0 
   193.82 3.9328e-22    195.43 0 
   197.88 4.8831e-22    199.53 0 
   202.02 6.0492e-22    203.70 0 
   204.83 7.0583e-22    206.54 0 
   210.08 8.6836e-22    211.84 0 
   215.97 1.1987e-21    217.77 0 
   219.98 1.4444e-21    221.82 0 
   223.04 1.6319e-21    224.91 0 
   227.19 1.9530e-21    229.09 0 
   229.82 3.2938e-21    231.74 0 
   234.09 5.8708e-21    236.05 0 
   240.10 8.8044e-21    242.10 0 
   246.26 9.9471e-21    248.31 0 
   252.00 1.2465e-20    254.10 0 
   257.27 1.1877e-20    259.42 0 
   260.25 1.4986e-20    262.42 0 
   263.87 1.7406e-20    266.07 0 
   268.78 1.9665e-20    271.02 0 
   273.77 2.2065e-20    276.06 0 
   278.86 2.4587e-20    281.19 0 
   284.05 2.7523e-20    286.42 0 
   290.00 2.9902e-20    292.42 0 
   296.07 3.4174e-20    298.54 0 
   300.88 3.6534e-20    303.39 0 
   307.89 4.2530e-20    310.46 0 
   317.97 5.1963e-20    320.63 0 
   327.64 6.1192e-20    330.37 0 
   338.37 7.0745e-20    341.19 0 
   347.85 8.1040e-20    350.75 0 
   356.77 9.1981e-20    359.75 0 
   365.92 1.0488e-19    368.98 0 
   375.31 1.1660e-19    378.44 0 
   384.94 1.2580e-19    388.15 0 
   394.81 1.4544e-19    398.11 0 
   404.94 1.6319e-19    408.32 0 
   414.37 1.7730e-19    417.83 0 
   422.08 1.8867e-19    425.60 0 
   429.92 2.0123e-19    433.51 0 
   440.95 2.2372e-19    444.63 0 
   451.22 2.4138e-19    454.99 0 
   459.61 2.5568e-19    463.45 0 
   470.32 2.7587e-19    474.24 0 
   480.17 3.0040e-19    484.17 0 
   490.22 3.1747e-19    494.31 0 
   500.49 3.4890e-19    504.66 0 
   506.28 4.3722e-19    510.50 0 
   512.14 1.0708e-18    516.42 0 
   520.47 1.1714e-18    524.81 0 
   530.14 1.2993e-18    534.56 0 
   540.00 1.3234e-18    544.50 0 
   550.04 1.9485e-18    554.63 0 
   560.26 2.4530e-18    564.94 0 
   569.37 2.9289e-18    574.12 0 
   579.95 2.9492e-18    584.79 0 
   589.38 3.8344e-18    594.29 0 
   600.33 4.1850e-18    605.34 0 
   610.09 5.2203e-18    615.18 0 
   620.00 6.2762e-18    625.17 0 
   630.07 7.1400e-18    635.33 0 
   640.31 7.5631e-18    645.65 0 
   650.72 9.0302e-18    656.15 0 
   658.25 9.9930e-18    663.74 0 
   664.34 1.0932e-17    669.88 0 
   675.14 1.1553e-17    680.77 0 
   684.53 1.1932e-17    690.24 0 
   695.65 1.5984e-17    701.46 0 
   705.33 1.5838e-17    711.21 0 
   716.79 1.9893e-17    722.77 0 
   726.76 2.1513e-17    732.82 0 
   735.18 2.3105e-17    741.31 0 
   745.40 2.7021e-17    751.62 0 
   755.77 2.9833e-17    762.08 0 
   764.53 3.2787e-17    770.90 0 
   775.16 3.6872e-17    781.63 0 
   784.14 4.1086e-17    790.68 0 
   795.05 4.4126e-17    801.68 0 
   804.25 4.7500e-17    810.96 0 
   815.44 5.0664e-17    822.24 0 
   824.88 5.7240e-17    831.76 0 
   834.43 4.9170e-17    841.40 0 
   844.10 6.3782e-17    851.14 0 
   855.84 6.7561e-17    862.98 0 
   865.75 7.4593e-17    872.97 0 
   875.77 8.2167e-17    883.08 0 
   885.92 9.1558e-17    893.31 0 
   894.11 9.9014e-17    901.57 0 
   904.47 1.0179e-16    912.01 0 
   914.94 1.6357e-16    922.57 0 
   925.53 1.1932e-15    933.25 0 
   934.10 2.7334e-15    941.89 0 
   944.91 5.4538e-15    952.80 0 
   955.86 7.8831e-15    963.83 0 
   964.70 9.2832e-15    972.75 0 
   975.87 1.5838e-15    984.01 0 
   984.90 8.5644e-15    993.12 0 
   994.01 9.0510e-15   1002.31 0 
  1005.52 1.3023e-14   1013.91 0 
  1014.83 1.2610e-14   1023.29 0 
  1024.22 5.3296e-15   1032.76 0 
  1036.08 9.2832e-15   1044.72 0 
  1045.66 1.7730e-14   1054.39 0 
  1055.34 1.7648e-14   1064.14 0 
  1065.10 1.4378e-14   1073.99 0 
  1074.96 1.7286e-14   1083.93 0 
  1084.91 1.4083e-14   1093.96 0 
  1094.94 1.8651e-14   1104.08 0 
  1105.08 1.7935e-14   1114.29 0 
  1115.30 1.7527e-14   1124.61 0 
  1125.62 1.5911e-14   1135.01 0 
  1136.04 2.0263e-14   1145.51 0 
  1143.91 1.8694e-14   1153.45 0 
  1154.50 2.0031e-14   1164.13 0 
  1165.18 2.0927e-14   1174.90 0 
  1175.96 1.4849e-14   1185.77 0 
  1184.11 2.1023e-14   1193.99 0 
  1195.07 1.5265e-14   1205.04 0 
  1206.12 1.1161e-14   1216.19 0 
  1214.49 7.0583e-15   1224.62 0 
  1225.72 1.5195e-14   1235.95 0 
  1234.22 2.2631e-14   1244.51 0 
  1245.64 2.4814e-14   1256.03 0 
  1254.27 2.4027e-14   1264.74 0 
  1265.88 2.1316e-14   1276.44 0 
  1274.65 2.6650e-14   1285.29 0 
  1286.45 2.7842e-14   1297.18 0 
  1295.36 2.2527e-14   1306.17 0 
  1304.34 2.2893e-14   1315.22 0 
  1316.41 2.8164e-14   1327.39 0 
  1325.54 2.7021e-14   1336.60 0 
  1334.73 2.4474e-14   1345.86 0 
  1343.98 2.8688e-14   1355.19 0 
  1356.41 2.8229e-14   1367.73 0 
  1365.82 2.5686e-14   1377.21 0 
  1375.28 2.6897e-14   1386.76 0 
  1384.82 2.7460e-14   1396.37 0 
  1394.42 2.3807e-14   1406.05 0 
  1404.08 2.5159e-14   1415.79 0 
  1413.81 2.6224e-14   1425.61 0 
  1423.61 2.6897e-14   1435.49 0 
  1433.48 2.7208e-14   1445.44 0 
  1443.42 2.8622e-14   1455.46 0 
  1446.75 2.8887e-14   1458.81 0 
  1453.42 2.8359e-14   1465.55 0 
  1463.50 2.6589e-14   1475.71 0 
  1473.64 2.6773e-14   1485.94 0 
  1483.86 2.7208e-14   1496.24 0 
  1494.14 2.7714e-14   1506.61 0 
  1504.50 2.6345e-14   1517.05 0 
  1511.44 2.3697e-14   1524.05 0 
  1518.42 2.5275e-14   1531.09 0 
  1525.43 2.5101e-14   1538.15 0 
  1536.00 2.2167e-14   1548.82 0 
  1546.65 2.3917e-14   1559.55 0 
  1553.79 2.2946e-14   1566.75 0 
  1564.56 2.3807e-14   1577.61 0 
  1575.40 2.5392e-14   1588.55 0 
  1586.32 2.6528e-14   1599.56 0 
  1593.65 2.7145e-14   1606.94 0 
  1604.69 2.6897e-14   1618.08 0 
  1615.82 2.7145e-14   1629.30 0 
  1623.28 2.6103e-14   1636.82 0 
  1634.53 2.7842e-14   1648.16 0 
  1645.86 2.8294e-14   1659.59 0 
  1653.45 2.6711e-14   1667.25 0 
  1664.91 2.9020e-14   1678.80 0 
  1672.60 2.6773e-14   1686.55 0 
  1676.46 2.9289e-14   1690.44 0 
  1684.19 3.0248e-14   1698.24 0 
  1695.87 2.8820e-14   1710.02 0 
  1703.70 2.7906e-14   1717.91 0 
  1715.51 2.6650e-14   1729.82 0 
  1723.42 2.6650e-14   1737.80 0 
  1735.37 2.8359e-14   1749.85 0 
  1743.38 2.7778e-14   1757.92 0 
  1755.46 2.9492e-14   1770.11 0 
  1763.57 2.7587e-14   1778.28 0 
  1775.79 2.8035e-14   1790.61 0 
  1783.99 2.8754e-14   1798.87 0 
  1796.35 3.0388e-14   1811.34 0 
  1804.65 3.0458e-14   1819.70 0 
  1812.98 2.8164e-14   1828.10 0 
  1825.54 2.9154e-14   1840.77 0 
  1833.97 2.8229e-14   1849.27 0 
  1846.68 2.6164e-14   1862.09 0 
  1855.21 2.6164e-14   1870.68 0 
  1863.77 2.7021e-14   1879.32 0 
  1876.69 2.9356e-14   1892.34 0 
  1885.35 2.6959e-14   1901.08 0 
  1894.05 2.5805e-14   1909.85 0 
  1907.18 2.7778e-14   1923.09 0 
  1915.99 2.6650e-14   1931.97 0 
  1924.83 2.6164e-14   1940.89 0 
  1933.71 2.7397e-14   1949.84 0 
  1947.12 2.8425e-14   1963.36 0 
  1956.11 2.6589e-14   1972.42 0 
  1965.13 2.9087e-14   1981.53 0 
  1974.20 3.0109e-14   1990.67 0 
  1983.32 2.8490e-14   1999.86 0 
  1997.06 2.7906e-14   2013.72 0 
  2006.28 2.8887e-14   2023.02 0 
  2015.54 2.8229e-14   2032.36 0 
  2024.85 2.9696e-14   2041.74 0 
  2034.19 2.7970e-14   2051.16 0 
  2043.58 2.8953e-14   2060.63 0 
  2053.02 2.7906e-14   2070.14 0 
  2067.25 2.8294e-14   2084.49 0 
  2072.01 3.0109e-14   2089.30 0 
  2076.79 2.8359e-14   2094.11 0 
