# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.09 5.8069e-18    100.69 0 
   101.95 7.2434e-18    102.57 0 
   104.09 8.2783e-18    104.71 0 
   106.02 9.7261e-18    106.66 0 
   107.99 1.1640e-17    108.64 0 
   110.00 1.6253e-17    110.66 0 
   114.13 2.1083e-17    114.82 0 
   117.87 2.5998e-17    118.58 0 
   120.89 8.1647e-17    121.62 0 
   125.14 9.6815e-17    125.89 0 
   126.88 1.0326e-16    127.64 0 
   128.06 1.0788e-16    128.82 0 
   131.04 1.1693e-16    131.83 0 
   131.95 1.3426e-16    132.74 0 
   134.09 1.4091e-16    134.90 0 
   136.90 1.7019e-16    137.72 0 
   140.09 1.8279e-16    140.93 0 
   143.02 4.1490e-16    143.88 0 
   147.03 8.5692e-16    147.91 0 
   151.15 9.0979e-16    152.05 0 
   155.02 9.7486e-16    155.96 0 
   159.00 1.0494e-15    159.96 0 
   161.96 1.1014e-15    162.93 0 
   166.11 1.1856e-15    167.11 0 
   169.98 1.2559e-15    171.00 0 
   173.14 1.3150e-15    174.18 0 
   177.17 1.3866e-15    178.24 0 
   180.05 1.4419e-15    181.13 0 
   182.14 1.4823e-15    183.23 0 
   185.95 1.5558e-15    187.07 0 
   191.16 1.6517e-15    192.31 0 
   193.82 1.7177e-15    194.98 0 
   197.88 1.7904e-15    199.07 0 
   202.02 1.8747e-15    203.24 0 
   204.83 1.9362e-15    206.06 0 
   210.09 1.9541e-15    211.35 0 
   215.97 2.1475e-15    217.27 0 
   219.99 2.2384e-15    221.31 0 
   223.05 2.2748e-15    224.39 0 
   227.19 2.3711e-15    228.56 0 
   229.83 3.5640e-15    231.21 0 
   234.10 5.9421e-15    235.50 0 
   240.10 7.4463e-15    241.55 0 
   246.26 7.0298e-15    247.74 0 
   252.00 7.4121e-15    253.51 0 
   257.27 6.0805e-15    258.82 0 
   260.25 7.1276e-15    261.82 0 
   263.87 7.4807e-15    265.46 0 
   268.78 7.4121e-15    270.40 0 
   273.78 7.3441e-15    275.42 0 
   278.87 7.2434e-15    280.54 0 
   284.05 7.2267e-15    285.76 0 
   290.00 6.8382e-15    291.74 0 
   296.07 6.8539e-15    297.85 0 
   300.88 6.6060e-15    302.69 0 
   307.89 6.6365e-15    309.74 0 
   317.98 6.6672e-15    319.89 0 
   327.64 6.5304e-15    329.61 0 
   338.37 6.3378e-15    340.41 0 
   347.85 6.1227e-15    349.95 0 
   356.78 6.0109e-15    358.92 0 
   365.93 5.9695e-15    368.13 0 
   375.32 5.7935e-15    377.57 0 
   384.94 5.4193e-15    387.26 0 
   394.82 5.4694e-15    397.19 0 
   404.95 5.3944e-15    407.38 0 
   414.38 5.2353e-15    416.87 0 
   422.08 5.0459e-15    424.62 0 
   429.93 4.8971e-15    432.51 0 
   440.96 4.7967e-15    443.61 0 
   451.23 4.6232e-15    453.94 0 
   459.62 4.4560e-15    462.38 0 
   470.32 4.3146e-15    473.15 0 
   480.17 4.2261e-15    483.06 0 
   490.23 4.0266e-15    493.17 0 
   500.49 3.9714e-15    503.50 0 
   506.29 3.8543e-15    509.33 0 
   512.15 3.9989e-15    515.23 0 
   520.47 3.8810e-15    523.60 0 
   530.15 3.7148e-15    533.33 0 
   540.00 3.4990e-15    543.25 0 
   550.04 3.3647e-15    553.35 0 
   560.27 3.3880e-15    563.64 0 
   569.37 3.3569e-15    572.80 0 
   579.96 3.2206e-15    583.45 0 
   589.38 3.1546e-15    592.93 0 
   600.34 2.9713e-15    603.95 0 
   610.09 2.6058e-15    613.76 0 
   620.01 2.8969e-15    623.73 0 
   630.08 2.7729e-15    633.87 0 
   640.32 2.7539e-15    644.17 0 
   650.72 2.6542e-15    654.64 0 
   658.26 2.5524e-15    662.22 0 
   664.35 2.5641e-15    668.34 0 
   675.15 2.5173e-15    679.20 0 
   684.54 2.3602e-15    688.65 0 
   695.66 2.3765e-15    699.84 0 
   705.34 2.2128e-15    709.58 0 
   716.80 2.2591e-15    721.11 0 
   726.77 2.2077e-15    731.14 0 
   735.19 2.1624e-15    739.61 0 
   745.41 2.0842e-15    749.89 0 
   755.78 2.0274e-15    760.33 0 
   764.53 1.8236e-15    769.13 0 
   775.17 1.9273e-15    779.83 0 
   784.15 1.8279e-15    788.86 0 
   795.06 1.8195e-15    799.83 0 
   804.26 1.7945e-15    809.10 0 
   815.45 1.7536e-15    820.35 0 
   824.89 1.7177e-15    829.85 0 
   834.44 1.5629e-15    839.46 0 
   844.11 1.6291e-15    849.18 0 
   855.85 1.5810e-15    860.99 0 
   865.76 1.5593e-15    870.96 0 
   875.78 1.5309e-15    881.05 0 
   885.93 1.4926e-15    891.25 0 
   894.12 1.4620e-15    899.50 0 
   904.48 1.4221e-15    909.91 0 
   914.95 1.5274e-15    920.45 0 
   925.54 2.4263e-15    931.11 0 
   934.11 3.3492e-15    939.72 0 
   944.92 4.1681e-15    950.60 0 
   955.87 4.6660e-15    961.61 0 
   964.71 4.9538e-15    970.51 0 
   975.88 2.7161e-15    981.75 0 
   984.91 4.3047e-15    990.83 0 
   994.02 4.1585e-15   1000.00 0 
  1005.54 4.8188e-15   1011.58 0 
  1014.84 4.7967e-15   1020.94 0 
  1024.23 3.1185e-15   1030.39 0 
  1036.09 4.2164e-15   1042.32 0 
  1045.68 5.4318e-15   1051.96 0 
  1055.35 5.2595e-15   1061.70 0 
  1065.12 4.5914e-15   1071.52 0 
  1074.97 4.9311e-15   1081.43 0 
  1084.92 4.1299e-15   1091.44 0 
  1094.96 4.9652e-15   1101.54 0 
  1105.09 4.7527e-15   1111.73 0 
  1115.31 4.6232e-15   1122.02 0 
  1125.63 4.1777e-15   1132.40 0 
  1136.05 4.7418e-15   1142.88 0 
  1143.92 4.4972e-15   1150.80 0 
  1154.51 4.5179e-15   1161.45 0 
  1165.19 4.4662e-15   1172.20 0 
  1175.97 3.3880e-15   1183.04 0 
  1184.12 4.2554e-15   1191.24 0 
  1195.08 3.6639e-15   1202.26 0 
  1206.14 3.1473e-15   1213.39 0 
  1214.50 2.3171e-15   1221.80 0 
  1225.74 3.5313e-15   1233.11 0 
  1234.23 4.1204e-15   1241.65 0 
  1245.65 4.2261e-15   1253.14 0 
  1254.29 4.1015e-15   1261.83 0 
  1265.89 3.8899e-15   1273.50 0 
  1274.67 4.2750e-15   1282.33 0 
  1286.46 4.3146e-15   1294.20 0 
  1295.38 3.7406e-15   1303.17 0 
  1304.36 3.7320e-15   1312.20 0 
  1316.43 4.1681e-15   1324.34 0 
  1325.55 3.9989e-15   1333.52 0 
  1334.74 3.7063e-15   1342.77 0 
  1343.99 4.0174e-15   1352.07 0 
  1356.43 3.9079e-15   1364.58 0 
  1365.83 3.6303e-15   1374.04 0 
  1375.30 3.6387e-15   1383.57 0 
  1384.83 3.6136e-15   1393.16 0 
  1394.43 2.9850e-15   1402.81 0 
  1404.10 2.9644e-15   1412.54 0 
  1413.83 3.3647e-15   1422.33 0 
  1423.63 3.3032e-15   1432.19 0 
  1433.50 3.3492e-15   1442.12 0 
  1443.43 3.3958e-15   1452.11 0 
  1446.76 3.3958e-15   1455.46 0 
  1453.44 3.2956e-15   1462.18 0 
  1463.52 3.1185e-15   1472.31 0 
  1473.66 3.1113e-15   1482.52 0 
  1483.87 3.1185e-15   1492.79 0 
  1494.16 3.0828e-15   1503.14 0 
  1504.52 2.9440e-15   1513.56 0 
  1511.46 2.7161e-15   1520.55 0 
  1518.44 2.8051e-15   1527.57 0 
  1525.45 2.7666e-15   1534.62 0 
  1536.02 2.4600e-15   1545.25 0 
  1546.67 2.3875e-15   1555.97 0 
  1553.81 2.3278e-15   1563.15 0 
  1564.58 2.4544e-15   1573.98 0 
  1575.42 2.5641e-15   1584.89 0 
  1586.34 2.6118e-15   1595.88 0 
  1593.67 2.6239e-15   1603.25 0 
  1604.71 2.5524e-15   1614.36 0 
  1615.84 2.5231e-15   1625.55 0 
  1623.29 2.4431e-15   1633.05 0 
  1634.55 2.5348e-15   1644.37 0 
  1645.88 2.5348e-15   1655.77 0 
  1653.47 2.4319e-15   1663.41 0 
  1664.93 2.5406e-15   1674.94 0 
  1672.62 2.3331e-15   1682.67 0 
  1676.48 2.6726e-15   1686.55 0 
  1684.21 2.6912e-15   1694.34 0 
  1695.89 2.5406e-15   1706.08 0 
  1703.72 2.4885e-15   1713.96 0 
  1715.53 2.4544e-15   1725.84 0 
  1723.44 2.4544e-15   1733.80 0 
  1735.39 2.6118e-15   1745.82 0 
  1743.40 2.5465e-15   1753.88 0 
  1755.49 2.7161e-15   1766.04 0 
  1763.59 2.4828e-15   1774.19 0 
  1775.81 2.5582e-15   1786.49 0 
  1784.01 2.6058e-15   1794.73 0 
  1796.38 2.8572e-15   1807.17 0 
  1804.67 2.7666e-15   1815.52 0 
  1813.00 2.6360e-15   1823.90 0 
  1825.56 2.6604e-15   1836.54 0 
  1833.99 2.5700e-15   1845.02 0 
  1846.70 2.2958e-15   1857.80 0 
  1855.23 2.4600e-15   1866.38 0 
  1863.79 2.6665e-15   1874.99 0 
  1876.71 2.7098e-15   1887.99 0 
  1885.37 2.5998e-15   1896.71 0 
  1894.08 2.6788e-15   1905.46 0 
  1902.82 2.7098e-15   1914.26 0 
  1916.01 2.7036e-15   1927.53 0 
  1924.85 2.5115e-15   1936.42 0 
  1933.74 2.1875e-15   1945.36 0 
  1947.14 2.8638e-15   1958.84 0 
  1956.13 2.7986e-15   1967.89 0 
  1965.16 3.1473e-15   1976.97 0 
  1974.23 3.0475e-15   1986.10 0 
  1983.34 3.1329e-15   1995.26 0 
  1997.09 3.1185e-15   2009.09 0 
  2006.31 3.0335e-15   2018.37 0 
  2015.57 3.0405e-15   2027.68 0 
  2024.87 2.8375e-15   2037.04 0 
  2034.22 3.1618e-15   2046.45 0 
  2043.61 3.4115e-15   2055.89 0 
  2053.04 3.2058e-15   2065.38 0 
  2067.27 3.1329e-15   2079.70 0 
  2072.04 3.5558e-15   2084.49 0 
  2076.81 4.9767e-15   2089.30 0 
  2086.40 5.7009e-15   2098.94 0 
  2096.03 5.2959e-15   2108.63 0 
  2105.70 5.0576e-15   2118.36 0 
  2115.42 5.5327e-15   2128.14 0 
  2125.19 5.0926e-15   2137.96 0 
  2135.00 4.7200e-15   2147.83 0 
  2144.85 5.7802e-15   2157.74 0 
  2154.75 5.7802e-15   2167.70 0 
  2164.70 5.1279e-15   2177.71 0 
  2174.69 5.1754e-15   2187.76 0 
  2184.73 6.2078e-15   2197.86 0 
  2194.81 6.2653e-15   2208.01 0 
  2204.94 6.0526e-15   2218.20 0 
  2215.12 4.8634e-15   2228.44 0 
  2225.34 5.4568e-15   2238.72 0 
  2235.62 7.0460e-15   2249.05 0 
  2245.94 6.6825e-15   2259.44 0 
  2256.30 5.2595e-15   2269.86 0 
  2266.72 4.9767e-15   2280.34 0 
  2277.18 5.4694e-15   2290.87 0 
  2282.43 7.0622e-15   2296.15 0 
  2292.96 5.9140e-15   2306.75 0 
  2303.55 7.0598e-15   2317.39 0 
  2314.18 6.0912e-15   2328.09 0 
  2324.86 4.8041e-15   2338.84 0 
  2335.59 4.4619e-15   2349.63 0 
  2346.37 3.2168e-15   2360.48 0 
  2357.20 5.6537e-15   2371.37 0 
  2362.64 3.5098e-15   2376.84 0 
  2373.54 4.4483e-15   2387.81 0 
  2384.50 2.8385e-15   2398.83 0 
  2395.51 3.4754e-15   2409.91 0 
  2406.56 3.4746e-15   2421.03 0 
  2417.67 4.0069e-15   2432.20 0 
  2423.25 6.5578e-15   2437.81 0 
  2434.43 6.5866e-15   2449.06 0 
  2445.67 7.8085e-15   2460.37 0 
  2456.95 8.2503e-15   2471.72 0 
  2462.62 7.1684e-15   2477.42 0 
  2473.99 6.3288e-15   2488.86 0 
  2485.41 4.1998e-15   2500.35 0 
  2496.88 4.8992e-15   2511.89 0 
  2502.63 7.5175e-15   2517.68 0 
  2514.19 3.5725e-15   2529.30 0 
  2519.98 2.8703e-15   2535.13 0 
  2525.79 3.1541e-15   2540.97 0 
  2537.45 4.9178e-15   2552.70 0 
  2543.30 5.2327e-15   2558.59 0 
  2555.04 9.3245e-15   2570.40 0 
  2566.83 6.9426e-15   2582.26 0 
  2572.75 8.9016e-15   2588.21 0 
  2584.62 7.8953e-15   2600.16 0 
  2596.55 7.0838e-15   2612.16 0 
  2602.54 6.1265e-15   2618.18 0 
  2614.55 5.5095e-15   2630.27 0 
  2626.62 7.6033e-15   2642.41 0 
  2632.68 1.3121e-14   2648.50 0 
