# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.04 8.9563e-23    100.69 0 
   101.90 1.2335e-22    102.57 0 
   104.03 1.5493e-22    104.71 0 
   105.97 2.0097e-22    106.66 0 
   107.94 2.6250e-22    108.64 0 
   109.94 4.1317e-22    110.66 0 
   114.07 6.3993e-22    114.82 0 
   118.08 9.3139e-22    118.85 0 
   121.11 3.0983e-21    121.90 0 
   125.07 4.3665e-21    125.89 0 
   127.10 5.0831e-21    127.94 0 
   127.99 5.5224e-21    128.82 0 
   130.97 6.8097e-21    131.83 0 
   131.87 8.0192e-21    132.74 0 
   134.02 9.1228e-21    134.90 0 
   137.14 1.2194e-20    138.04 0 
   140.01 1.4694e-20    140.93 0 
   142.94 3.2146e-20    143.88 0 
   146.95 6.9363e-20    147.91 0 
   151.06 8.5139e-20    152.05 0 
   154.94 1.0499e-19    155.96 0 
   158.91 1.2916e-19    159.96 0 
   161.87 1.4967e-19    162.93 0 
   166.02 1.8202e-19    167.11 0 
   169.89 2.1684e-19    171.00 0 
   173.05 2.4782e-19    174.18 0 
   177.08 2.9183e-19    178.24 0 
   179.95 3.2895e-19    181.13 0 
   182.04 3.5574e-19    183.23 0 
   185.85 4.1412e-19    187.07 0 
   191.06 4.9560e-19    192.31 0 
   194.16 5.5224e-19    195.43 0 
   198.23 6.3115e-19    199.53 0 
   201.91 7.2132e-19    203.24 0 
   205.19 7.9274e-19    206.54 0 
   209.97 8.8947e-19    211.35 0 
   215.86 1.0993e-18    217.27 0 
   219.87 1.2335e-18    221.31 0 
   222.93 1.3278e-18    224.39 0 
   227.07 1.4864e-18    228.56 0 
   230.23 2.3721e-18    231.74 0 
   233.97 3.9914e-18    235.50 0 
   239.97 5.3472e-18    241.55 0 
   246.13 5.5607e-18    247.74 0 
   251.86 6.3406e-18    253.51 0 
   257.14 5.7165e-18    258.82 0 
   260.11 6.8412e-18    261.82 0 
   263.73 7.5012e-18    265.46 0 
   269.25 7.9457e-18    271.02 0 
   274.26 8.3778e-18    276.06 0 
   278.72 8.7929e-18    280.54 0 
   283.90 9.2711e-18    285.76 0 
   289.84 9.4217e-18    291.74 0 
   295.91 1.0119e-17    297.85 0 
   300.72 1.0331e-17    302.69 0 
   307.72 1.1121e-17    309.74 0 
   317.81 1.2250e-17    319.89 0 
   328.22 1.3156e-17    330.37 0 
   338.19 1.3936e-17    340.41 0 
   347.67 1.4694e-17    349.95 0 
   357.41 1.5457e-17    359.75 0 
   365.73 1.6373e-17    368.13 0 
   375.11 1.6988e-17    377.57 0 
   384.74 1.7145e-17    387.26 0 
   394.60 1.8413e-17    397.19 0 
   404.73 1.9237e-17    407.38 0 
   414.15 1.9730e-17    416.87 0 
   421.85 2.0051e-17    424.62 0 
   429.70 2.0377e-17    432.51 0 
   440.72 2.1093e-17    443.61 0 
   450.99 2.1485e-17    453.94 0 
   460.43 2.1734e-17    463.45 0 
   470.07 2.2138e-17    473.15 0 
   479.91 2.2653e-17    483.06 0 
