# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.00 1.2694e-20    104.95 0 
   103.90 1.5762e-20    106.91 0 
   106.08 1.9982e-20    109.14 0 
   108.05 2.5802e-20    111.17 0 
   110.06 3.7297e-20    113.24 0 
   113.92 5.4918e-20    117.22 0 
   117.93 7.5989e-20    121.34 0 
   120.95 2.8959e-19    124.45 0 
   124.92 3.7138e-19    128.53 0 
   126.95 4.0629e-19    130.62 0 
   128.12 4.3335e-19    131.83 0 
   131.10 4.8851e-19    134.90 0 
   132.01 5.8194e-19    135.83 0 
   133.85 6.2502e-19    137.72 0 
   136.97 8.0710e-19    140.93 0 
   140.16 8.9321e-19    144.21 0 
   143.09 2.5644e-18    147.23 0 
   147.10 6.7924e-18    151.36 0 
   150.87 7.3970e-18    155.24 0 
   155.10 8.1676e-18    159.59 0 
   159.08 9.0601e-18    163.68 0 
   162.04 9.6863e-18    166.72 0 
   165.81 1.0769e-17    170.61 0 
   170.07 1.1648e-17    174.98 0 
   172.83 1.2424e-17    177.83 0 
   176.85 1.3406e-17    181.97 0 
   180.14 1.4136e-17    185.35 0 
   181.81 1.4667e-17    187.07 0 
   186.04 1.5717e-17    191.43 0 
   190.82 1.7078e-17    196.34 0 
   193.92 1.8049e-17    199.53 0 
   197.98 1.9120e-17    203.70 0 
   202.12 2.0348e-17    207.97 0 
   204.94 2.1260e-17    210.86 0 
   210.19 2.1757e-17    216.27 0 
   216.08 2.4584e-17    222.33 0 
   220.10 2.6043e-17    226.46 0 
   223.16 2.6652e-17    229.61 0 
   226.79 2.8233e-17    233.35 0 
   229.94 4.3630e-17    236.59 0 
   234.22 7.2082e-17    240.99 0 
   240.22 8.9719e-17    247.17 0 
   245.82 8.5494e-17    252.93 0 
   252.13 9.1621e-17    259.42 0 
   256.81 7.7811e-17    264.24 0 
   259.79 8.9964e-17    267.30 0 
   264.01 9.4647e-17    271.64 0 
   268.92 9.4875e-17    276.69 0 
   273.92 9.4885e-17    281.84 0 
   279.01 9.5114e-17    287.08 0 
   284.20 9.5125e-17    292.42 0 
   290.15 9.0855e-17    298.54 0 
   296.22 9.2556e-17    304.79 0 
   301.03 9.1506e-17    309.74 0 
   308.05 9.2793e-17    316.96 0 
   318.14 9.4538e-17    327.34 0 
   327.81 9.4123e-17    337.29 0 
   337.77 9.2852e-17    347.54 0 
   348.03 9.1387e-17    358.10 0 
   356.96 9.0358e-17    367.28 0 
   366.11 9.0168e-17    376.70 0 
   374.64 8.8538e-17    385.48 0 
   385.14 8.4378e-17    396.28 0 
   395.02 8.5767e-17    406.44 0 
   405.15 8.5391e-17    416.87 0 
   413.63 8.3463e-17    425.60 0 
   422.30 8.1390e-17    434.51 0 
   430.15 7.9734e-17    442.59 0 
   441.18 7.8659e-17    453.94 0 
   451.46 7.6356e-17    464.52 0 
   459.85 7.4288e-17    473.15 0 
   469.48 7.2612e-17    483.06 0 
   480.42 7.1633e-17    494.31 0 
   490.47 6.8581e-17    504.66 0 
   499.59 6.8437e-17    514.04 0 
   506.54 6.6428e-17    521.19 0 
   512.41 7.1024e-17    527.23 0 
   519.54 6.9899e-17    534.56 0 
   530.42 6.7854e-17    545.76 0 
   540.28 6.4515e-17    555.90 0 
   550.32 6.5276e-17    566.24 0 
   560.55 6.6965e-17    576.77 0 
   569.66 6.8381e-17    586.14 0 
   580.25 6.5771e-17    597.04 0 
   589.68 6.8096e-17    606.74 0 
   600.64 6.5951e-17    618.02 0 
   610.40 6.2275e-17    628.06 0 
   620.32 7.0535e-17    638.26 0 
   630.40 7.0712e-17    648.63 0 
   640.64 7.0241e-17    659.17 0 
   649.56 7.2389e-17    668.34 0 
   658.59 7.3410e-17    677.64 0 
   664.69 7.5130e-17    683.91 0 
   675.49 7.3945e-17    695.02 0 
   684.88 7.1121e-17    704.69 0 
   694.41 8.2051e-17    714.50 0 
   705.69 7.7659e-17    726.11 0 
   715.51 8.5957e-17    736.21 0 
   725.47 8.7171e-17    746.45 0 
   735.56 8.8402e-17    756.83 0 
   745.79 9.5183e-17    767.36 0 
   754.43 9.8773e-17    776.25 0 
   764.92 9.9023e-17    787.05 0 
   775.56 1.0760e-16    797.99 0 
   784.54 1.1192e-16    807.24 0 
   795.46 1.1535e-16    818.46 0 
   804.67 1.1860e-16    827.94 0 
   815.86 1.2112e-16    839.46 0 
   825.31 1.3010e-16    849.18 0 
   834.87 1.0529e-16    859.01 0 
   844.53 1.3288e-16    868.96 0 
   854.31 1.3476e-16    879.02 0 
   864.20 1.4343e-16    889.20 0 
   874.21 1.5231e-16    899.50 0 
   884.34 1.6437e-16    909.91 0 
   894.57 1.7216e-16    920.45 0 
   904.93 1.6789e-16    931.11 0 
   915.41 2.7234e-16    941.89 0 
   926.01 2.0616e-15    952.80 0 
   934.58 4.4802e-15    961.61 0 
   945.40 8.6775e-15    972.75 0 
   954.15 1.2837e-14    981.75 0 
   965.20 1.2929e-14    993.12 0 
   974.13 1.7284e-15   1002.31 0 
   985.41 8.7854e-15   1013.91 0 
   994.53 1.0711e-14   1023.29 0 
  1006.04 1.8195e-14   1035.14 0 
  1015.35 1.8282e-14   1044.72 0 
  1024.75 8.1869e-15   1054.39 0 
  1034.23 1.1251e-14   1064.14 0 
  1043.80 2.4905e-14   1073.99 0 
  1055.89 2.4401e-14   1086.43 0 
