# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.05 2.0749e-20    102.09 0 
   103.95 2.4265e-20    103.99 0 
   105.88 2.9443e-20    105.93 0 
   108.10 3.5809e-20    108.14 0 
   110.11 5.4074e-20    110.15 0 
   113.98 7.5160e-20    114.02 0 
   117.98 9.8625e-20    118.03 0 
   121.01 2.5351e-19    121.06 0 
   124.97 3.3496e-19    125.03 0 
   127.00 3.8105e-19    127.06 0 
   127.88 4.0831e-19    127.94 0 
   130.86 4.8864e-19    130.92 0 
   132.07 5.5079e-19    132.13 0 
   133.91 6.1516e-19    133.97 0 
   137.03 7.6734e-19    137.09 0 
   139.90 9.0362e-19    139.96 0 
   143.16 1.4125e-18    143.22 0 
   147.17 2.1086e-18    147.23 0 
   150.94 2.5585e-18    151.01 0 
   155.17 3.1045e-18    155.24 0 
   159.15 3.7324e-18    159.22 0 
   162.11 4.2755e-18    162.18 0 
   165.89 5.0814e-18    165.96 0 
   170.14 5.9702e-18    170.22 0 
   172.91 6.7296e-18    172.98 0 
   176.93 7.8341e-18    177.01 0 
   179.81 8.7496e-18    179.89 0 
   181.89 9.4403e-18    181.97 0 
   186.13 1.0839e-17    186.21 0 
   190.90 1.2793e-17    190.99 0 
   194.00 1.4125e-17    194.09 0 
   198.07 1.5995e-17    198.15 0 
   202.21 1.8030e-17    202.30 0 
   205.03 1.9678e-17    205.12 0 
   209.80 2.2130e-17    209.89 0 
   216.18 2.6606e-17    216.27 0 
   220.20 2.9511e-17    220.29 0 
   222.75 3.1695e-17    222.84 0 
   226.89 3.5074e-17    226.99 0 
   230.04 5.8477e-17    230.14 0 
   233.78 9.8172e-17    233.88 0 
   239.78 1.3489e-16    239.88 0 
   245.93 1.4125e-16    246.04 0 
   252.24 1.5848e-16    252.35 0 
   256.93 1.3677e-16    257.04 0 
   259.90 1.6865e-16    260.02 0 
   264.13 1.8492e-16    264.24 0 
   269.04 1.9453e-16    269.15 0 
   274.04 2.0417e-16    274.16 0 
   279.13 2.1183e-16    279.25 0 
   284.32 2.2284e-16    284.45 0 
   290.28 2.2542e-16    290.40 0 
   295.67 2.3932e-16    295.80 0 
   301.17 2.3442e-16    301.30 0 
   308.18 2.5351e-16    308.32 0 
   318.28 2.7925e-16    318.42 0 
   327.95 2.9647e-16    328.10 0 
   337.92 3.1045e-16    338.06 0 
   348.19 3.2358e-16    348.34 0 
   357.12 3.3883e-16    357.27 0 
   366.28 3.5726e-16    366.44 0 
   374.81 3.6812e-16    374.97 0 
   385.31 3.6812e-16    385.48 0 
   395.19 3.9173e-16    395.37 0 
   405.33 4.0737e-16    405.51 0 
   413.82 4.1590e-16    414.00 0 
   422.48 4.2071e-16    422.67 0 
   430.34 4.2363e-16    430.53 0 
   441.38 4.3852e-16    441.57 0 
   450.62 4.4564e-16    450.82 0 
   460.06 4.4770e-16    460.26 0 
   469.69 4.5288e-16    469.89 0 
   479.52 4.6237e-16    479.73 0 
   489.56 4.6130e-16    489.78 0 
   499.82 4.7314e-16    500.03 0 
   505.60 4.9430e-16    505.82 0 
   511.46 6.1374e-16    511.68 0 
